"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"Bin.8.18",-0.010689,-0.0010446,-0.020367,-0.037288,0.0048828,-0.066851,0.054625,0.077562,0.017865,-0.012123,0.035038,-0.07702,0.17977,0.095771,0.0053511,0.019075,0.053539,0.11037,0.027079,0.093223,-0.02254,0.050397,0.2224,0.11852,0.0074755,-0.057102,-0.10684,0.033587,0.066254,0.013878,0.0041938,-0.018357,-0.02419,0.0030874,-0.042942,-0.077328,0.016974,0.018704,-0.15963,0.093732,0.11937,-0.0015804,0.038969,0.1659,0.16084,-0.097534,-0.09798,-0.065638,0.0093626,0.024114
"Bin.8.14",-0.022663,-0.034126,-0.073341,-0.10104,0.034277,-0.023637,0.0060894,0.013743,0.031016,-0.032954,-0.083294,0.0063638,0.042143,0.066707,-0.011241,0.015351,0.008701,0.029634,-0.062319,0.10302,0.088133,0.019122,0.102,-0.035091,-0.028547,-0.090665,0.077901,0.044077,-0.02728,0.065082,0.052589,-0.078655,0.044256,0.012133,-0.04251,0.043706,0.052623,0.12605,0.15715,0.12191,-0.055411,-0.013546,-0.10808,-0.037269,-0.0052765,0.01834,-0.10029,0.086816,0.04946,-0.1177
"Bin.8.10",-0.019072,-0.0031283,-0.0063696,-0.032199,0.028578,-0.0071198,-0.024661,0.015954,0.11084,0.073896,-0.10825,0.089786,-0.057848,0.0099076,-0.083018,-0.026573,0.10771,0.050072,-0.088512,0.047254,0.064224,-0.056249,-0.0080061,0.027577,-0.00056278,-0.055876,-0.027635,0.046527,0.028376,0.011758,0.061965,-0.0073564,-0.033387,0.071143,0.084427,0.012635,-0.048761,-0.05165,0.037505,0.026967,-0.06463,0.0059638,-0.10216,-0.066083,-0.048114,0.016644,0.080259,0.030293,-0.09972,-0.135
"Bin.8.06",-0.026089,-0.0058068,-0.032,-0.020101,0.028419,-0.016548,0.03158,0.041094,0.076106,0.072694,-0.056045,0.03793,-0.023274,0.007613,-0.042315,0.017924,0.07172,0.072118,-0.011755,0.055555,0.085666,-0.092261,0.0084159,0.041181,0.041274,-0.12937,0.067199,0.0030358,0.11835,-0.0072432,-0.0076679,-0.062506,-0.04263,0.12257,-0.062502,-0.060425,-0.022412,0.084865,0.014088,-0.017936,-0.24264,0.09734,-0.13395,-0.04809,-0.034166,-0.0035077,-0.038305,-0.19693,0.025139,0.074829
"Bin.8.02",-0.019419,0.016185,-0.032136,-0.032813,0.012465,-0.037875,0.045288,0.07451,0.031936,0.012971,0.021975,0.017597,0.10423,0.092004,-0.033349,0.028819,0.000176,0.10957,-0.0030625,0.12844,0.091529,-0.030933,0.16182,0.052945,-0.078541,-0.098529,0.031027,-0.079292,-0.041132,-0.11792,-0.020177,-0.042817,0.041945,-0.029198,-0.011881,-0.05061,-0.10543,-0.17216,-0.031854,-0.039739,0.082345,-0.006172,0.062531,-0.040516,0.0082756,-0.19236,-0.028402,-0.02711,0.15029,0.0035136
"Bin.7.98",-0.0013647,0.023761,0.0042729,-0.0028194,0.060867,-0.0095323,0.03403,-0.022633,-0.057281,-0.075693,-0.034544,-0.0025243,0.087062,0.066389,0.02121,-0.083064,0.010545,-0.033088,-0.040775,0.063427,0.017291,-0.016352,-0.058751,-0.032873,0.04185,-0.01359,0.053548,-0.039083,-0.042899,0.13675,0.10813,0.075209,0.13683,0.025828,-0.070006,0.021242,-0.20519,-0.020829,-0.031572,0.026533,0.029569,0.011405,-0.01911,-0.24707,0.061969,-0.010797,-0.020552,0.090485,-0.10077,0.034803
"Bin.7.94",-0.0093902,-0.0046566,0.048859,-0.037961,0.011074,-0.017092,0.0041845,-0.045281,0.046776,0.024504,-0.01827,0.030137,0.0016482,-0.033564,-0.12186,0.035024,0.062215,-0.14208,-0.029004,0.0354,-0.00016044,-0.053969,0.11774,-0.043023,0.12633,-0.13602,-0.063924,-0.017826,-0.052592,-0.043872,-0.14529,-0.026703,0.10464,-0.018795,0.0026845,0.039397,-0.20396,0.09723,-0.029615,-0.060402,0.072452,0.043171,-0.036862,-0.096686,0.082889,0.067748,-0.030975,-0.13831,0.12969,-0.10166
"Bin.7.90",0.0046134,-0.011755,-0.033184,0.00062201,0.017847,0.048557,0.044753,-0.14297,-0.022921,-0.01703,-0.015432,0.065122,0.014284,0.10048,0.056719,-0.028204,-0.10574,-0.050041,0.0088064,-0.036142,-0.027945,0.01314,0.090741,-0.066633,-0.0033259,-0.0040581,-0.14458,-0.050387,0.0056686,-0.020846,-0.019909,0.021605,0.027751,-0.1148,-0.095196,0.15451,0.031473,0.12549,-0.018984,0.13414,0.063672,0.11867,0.026977,0.085268,-0.021401,-0.13897,-0.098687,0.017292,-0.015086,-0.041319
"Bin.7.86",0.0018641,0.059494,0.10461,0.047609,0.0062328,0.075489,-0.050933,0.0060877,-0.019933,0.033915,0.11518,-0.025319,0.066349,-0.0091554,-0.080779,0.034248,-0.0078348,0.081431,0.0086322,-0.055071,0.055263,-0.014519,0.056626,-0.093583,0.057125,-0.040866,-0.036079,0.067874,0.024188,0.0093359,0.0076911,-0.037929,-0.017877,-0.047286,0.0059972,-0.076444,-0.016868,0.042267,0.062648,-0.036229,0.016106,0.0020726,0.081922,-0.020015,-0.057346,-0.010609,0.079773,0.018594,-0.016708,0.040015
"Bin.7.82",-0.0016792,0.064692,0.11117,0.066057,0.0056296,0.076257,-0.057668,0.010241,-0.031176,0.037628,0.12044,-0.047313,0.065805,-0.0057404,-0.083859,0.0049812,-0.012392,0.092596,0.010485,-0.04677,0.0077581,-0.03576,0.06414,-0.089431,0.081923,-0.062855,-0.044534,0.051853,0.028147,0.014971,0.039072,-0.045022,-0.011267,-0.06858,0.035577,-0.035021,0.033871,-0.016506,-0.00010375,-0.020331,-0.022762,0.0010529,0.03733,0.0099477,0.00074708,0.029403,-0.018836,0.023099,-0.039308,0.043049
"Bin.7.78",-0.021284,-0.0021321,-0.015124,-0.048878,0.0023283,0.0037468,0.023001,0.045208,0.027958,-0.06853,-0.12229,-0.073016,-0.046894,0.033505,0.01658,-0.013032,-0.01781,-0.0073414,-0.084641,-0.055834,-0.064908,0.017861,0.043197,0.04151,-0.062963,-0.03407,0.051048,-0.069816,0.1179,0.033436,-0.036345,-0.072537,0.053782,0.0014113,-0.25331,0.0304,0.047347,-0.028933,0.028262,-0.028537,0.13942,0.0080564,0.04282,-0.01356,-0.021264,0.13385,-0.024357,0.020516,-0.1264,-0.0058859
"Bin.7.74",-0.011142,-0.0015466,-0.0064527,-0.037178,-0.0082898,0.021386,0.05223,0.01921,0.048068,0.018606,-0.095113,-0.014739,-0.041521,-0.021422,-0.061625,0.097432,-0.039361,-0.042486,0.05062,-0.035349,-0.016924,-0.011603,0.05416,-0.027651,-0.04547,-0.097732,-0.054639,-0.062678,0.066064,-0.066453,-0.10685,-0.057489,-0.045083,0.10335,-0.11711,-0.047717,-0.093264,-0.15016,-0.0042619,-0.063337,0.043095,0.098431,-0.011059,-0.048655,0.21562,0.045882,-0.099225,-0.13066,-0.079658,-0.053331
"Bin.7.70",-0.010717,0.027539,0.00010805,-0.032544,0.011467,-0.0055611,0.047677,-0.076897,0.003849,0.00054711,-0.053759,0.0087269,0.062661,0.087756,0.051842,-0.0080253,-0.027001,-0.06715,0.030517,-0.043252,-0.0092145,-0.019048,-0.0052375,0.019881,0.018053,-0.089035,-0.012242,-0.024901,-0.079765,-0.0016732,0.10024,0.022419,0.085245,0.12717,-0.026514,0.03365,-0.070307,-0.045571,0.014595,0.014504,0.18975,0.103,0.039759,0.12789,0.048006,0.1119,0.039563,0.053051,0.18766,-0.0025962
"Bin.7.66",0.0032659,0.057128,0.095307,0.046427,0.011148,0.072644,-0.038107,0.003181,-0.0264,0.0087438,0.095111,-0.024102,0.057233,0.011223,-0.075355,0.037548,-0.017962,0.050225,-0.0028544,-0.044439,0.049143,-0.025982,0.054818,-0.046639,0.044413,-0.025357,-0.067757,0.062571,0.031156,0.02305,-0.032379,-0.034086,-0.084871,0.009993,-0.047582,-0.031496,-0.036379,0.048081,0.076817,-0.049636,0.079467,-0.01022,0.068149,-0.042566,0.1009,-0.033225,-0.0089538,0.0062105,-0.091108,-0.049589
"Bin.7.62",-0.015012,0.044299,0.09924,0.047922,0.01175,0.071734,-0.070559,-0.0050672,-0.017412,0.029517,0.10922,-0.044266,0.076613,0.013469,-0.065787,-0.0057704,0.010377,0.094159,0.011033,-0.047855,0.00076419,-0.031046,0.057831,-0.10869,0.074045,-0.067294,-0.015862,0.0088862,0.020511,0.016543,0.055403,-0.01946,-0.013554,-0.13115,0.047238,0.017345,0.061402,-0.042917,-0.023366,-0.014044,-0.010914,-0.012132,0.045924,0.021194,0.011601,0.056375,-0.056419,0.01132,0.072011,0.029174
"Bin.7.58",-0.018415,0.05019,0.11397,0.047475,0.017942,0.072634,-0.055354,0.0080594,-0.022831,0.01467,0.10671,-0.030634,0.0717,-0.011952,-0.079542,0.031433,-0.0081868,0.064164,0.016881,-0.036302,0.042039,-0.02574,0.040518,-0.074878,0.058519,-0.067468,-0.021035,0.056743,0.047925,0.0457,-0.0077346,-0.048392,-0.027788,-0.073849,0.030643,-0.075223,-0.0086975,-0.011316,0.029442,-0.019464,0.012305,0.0053122,0.014648,-0.05759,-0.019961,0.018738,-0.069368,-0.014092,-0.097952,-0.028288
"Bin.7.54",-0.0059562,0.055869,0.11446,0.062729,0.015017,0.073736,-0.051373,0.010326,-0.025325,0.031914,0.11772,-0.033105,0.066129,0.0015355,-0.073466,0.015338,-0.0098408,0.068549,0.019951,-0.034165,0.033942,-0.025683,0.052152,-0.10973,0.07209,-0.06909,-0.04416,0.014093,0.025464,-0.0086826,0.060712,-0.028938,-0.03064,-0.095343,0.033743,-0.061122,0.077532,-0.063985,-0.029297,0.0061541,-0.033083,0.016285,0.034045,-0.021995,0.005784,0.026969,-0.061124,0.02538,-0.020486,0.039061
"Bin.7.50",-0.034326,0.020031,0.023342,0.024456,0.022127,0.0020007,-0.0071396,-0.020021,-0.033711,-0.037103,-0.06826,-0.048177,-0.018958,0.11687,0.049813,0.064292,0.07142,-0.016285,0.050024,0.038883,-0.087446,0.022809,0.018109,0.062682,-0.021652,-0.025859,-0.038584,-0.082268,-0.014469,0.050772,0.10167,0.005401,0.094069,-0.0085514,-0.0639,0.030619,-0.026955,-0.10219,0.027364,0.10118,-0.09454,-0.097067,-0.00043112,-0.053979,-0.019302,0.045538,-0.22875,-0.1365,-0.06765,-0.040108
"Bin.7.46",-0.020003,-0.0058524,-0.016182,-0.024631,0.01989,0.021298,-0.035411,-0.03264,-0.090284,-0.063252,-0.060475,-0.027221,-0.020131,0.085641,-0.01147,0.035722,0.027373,-0.011114,0.071856,0.12657,-0.013208,0.00031044,-0.08515,0.021435,-0.035777,0.040492,0.085492,-0.069324,0.027814,0.058068,0.026088,0.0076145,-0.090532,0.065624,0.0044015,-0.04999,0.057128,-0.088558,0.034199,0.069966,0.00061747,-0.028103,0.086671,-0.14278,-0.042459,-0.042183,-0.10021,-0.096395,-0.017259,0.023487
"Bin.7.42",0.0043387,0.0050971,0.0037261,-0.00056848,0.037723,0.0037721,-0.010376,-0.030955,-0.14179,-0.087993,-0.017909,0.0073221,-0.0067278,0.07955,-0.093399,-0.062603,0.012841,-0.030248,0.031688,0.12251,-0.031884,-0.041074,-0.020563,-0.087151,0.041478,0.012743,0.029114,-0.015748,0.059464,0.0056756,0.040965,0.072737,0.0122,0.069402,0.11981,-0.12774,-0.015009,-0.067047,-0.066143,0.11733,0.088426,0.044511,0.0084831,-0.056999,-0.082264,0.064583,-0.09468,-0.049677,0.03011,0.0077643
"Bin.7.38",0.0030295,0.0047411,0.013298,-0.011558,0.035489,0.0055967,-0.018462,-0.031692,-0.12566,-0.076594,-0.0274,0.00489,-0.026387,0.099161,-0.077398,-0.011149,0.0043502,-0.045457,0.051886,0.12885,-0.01735,-0.011976,-0.045027,-0.058812,0.02719,0.033563,0.037233,-0.022431,0.030917,0.0003101,0.065699,0.020419,-0.091546,0.049822,0.082493,-0.10769,-0.011948,-0.061058,-0.074591,0.11887,0.074332,0.077643,0.020922,-0.059379,-0.010947,-0.041068,-0.12371,-0.02366,0.051951,-0.0087723
"Bin.7.34",0.00397,0.010197,0.0035502,-0.003867,0.013214,0.0095863,-0.0097571,-0.040486,-0.12026,-0.081151,-0.023814,-0.032474,-0.021992,0.04479,-0.066965,-0.01537,0.0040798,-0.0076312,0.073962,0.12983,-0.090077,-0.0031705,-0.019112,-0.05483,0.058747,0.02648,0.10147,-0.028279,0.023201,-0.003913,0.045556,-0.065832,-0.051412,0.05188,0.052197,-0.013638,0.07614,-0.030854,-0.054849,0.13993,0.011773,0.0071755,-0.013358,-0.097592,-0.03223,0.050689,-0.099136,0.020152,0.016279,0.0061829
"Bin.7.30",-0.0089639,0.041773,0.043092,0.022447,0.008688,0.028607,0.016784,0.027391,-0.0388,-0.017672,-0.017591,-0.0076272,-0.066963,0.052722,-0.065102,0.042672,-0.024477,0.028593,0.056746,0.0059734,-0.070486,-0.012983,0.036,-0.072032,-0.037685,-0.010545,0.036436,0.025451,0.12474,0.015709,-0.042022,-0.10599,-0.044109,0.059395,-0.045246,0.099268,-0.16433,-0.072482,0.099749,0.082851,-0.17095,0.037928,0.071266,0.033482,0.023114,-0.06731,-0.11159,0.0056915,0.052894,-0.04982
"Bin.7.26",-0.0096983,0.036217,0.0066598,0.0057909,0.041051,0.030411,-0.032511,-0.036957,-0.083946,-0.041393,-0.041171,-0.066554,-0.0056319,0.10324,-0.074567,-0.077382,0.0030118,-0.0079501,0.044278,0.074987,-0.0081638,-0.066599,0.014703,-0.085724,0.060691,0.065328,-0.0021454,-0.023547,0.0031658,-0.012469,-0.091309,-0.0051145,-0.011785,-0.028667,0.0068121,0.13666,-0.049108,0.0054781,0.16279,0.05153,-0.19271,-0.029625,-0.038987,0.117,0.046676,-0.074915,0.05824,0.084679,-0.17279,-0.016297
"Bin.7.22",-0.0023898,0.048493,0.02085,0.029592,0.040667,0.038995,0.0035295,-0.0053478,-0.087207,-0.031417,-0.018959,-0.033212,0.013494,0.12904,-0.094336,-0.039191,0.018724,-0.013321,0.049692,0.079835,0.023635,-0.047638,-0.02233,-0.05252,0.048329,0.060866,-0.037127,-0.0030411,-0.0088335,0.0063045,-0.047883,0.033018,0.0052239,0.028096,-0.02579,-0.019929,-0.12254,0.01316,0.095536,0.050829,-0.13281,-0.057198,-0.0031881,0.1351,0.060718,-0.14981,0.069688,-0.056042,-0.1367,-0.061088
"Bin.7.18",-0.0058029,0.019599,0.0012055,0.0070476,0.027941,-0.048656,0.0084895,0.046724,-0.070267,-0.004842,-0.00089256,-0.058588,0.09664,0.093848,-0.040318,-0.011486,0.030369,0.086177,0.035048,0.10607,-0.0041447,-0.0086977,0.01742,0.12026,0.023885,0.00038872,-0.024429,-0.067674,0.043021,0.016998,0.039376,-0.067979,-0.061898,-0.037248,-0.02707,0.02238,0.028885,-0.046263,-0.13027,0.10453,0.2384,-0.043789,-0.06346,0.17352,0.12497,0.073966,0.18846,-0.12417,-0.013009,-0.0087145
"Bin.7.14",-0.018133,0.0053791,0.026607,0.0018133,0.014123,-0.042883,-0.0091528,0.10623,0.050779,-0.0072065,-0.028493,-0.058649,0.018744,-0.0062536,-0.036216,0.089326,0.093651,0.043476,-0.026286,0.13469,-0.088779,0.047346,-0.10895,0.077689,0.0036629,0.050777,0.12411,-0.029571,-0.027781,0.16325,0.16447,-0.29082,-0.064456,-0.085914,-0.02599,0.10001,-0.073304,0.0081266,-0.085631,0.04233,0.061295,-0.066647,0.030854,-0.11104,0.065196,0.057242,-0.084952,-0.064451,-0.041733,-0.044488
"Bin.7.10",-0.0060655,-0.0092916,0.01512,0.005151,-0.016457,-0.020037,0.03612,-0.10865,0.058036,0.087642,-0.0097559,0.11992,-0.054564,0.038187,0.048327,0.02841,-0.093094,-0.070376,0.11228,-0.14489,-0.05601,0.0069653,0.13147,-0.1294,0.10202,-0.10009,-0.061206,-0.068238,-0.10185,0.055029,0.037423,0.050982,-0.08787,-0.12224,0.020898,0.14125,-0.20207,-0.12592,0.016574,0.080516,0.069867,-0.013451,-0.084607,0.015938,-0.083881,-0.057133,-0.052477,-0.036085,0.090307,0.028712
"Bin.7.06",0.00046243,-0.015637,-0.010561,-0.025085,0.036433,0.063708,-0.04289,-0.044536,-0.077333,-0.037577,-0.058642,0.022592,0.016059,0.094818,0.0024722,-0.022586,-0.02555,-0.027763,-0.043783,-0.018388,-0.027775,-0.031572,0.10169,0.077032,0.092809,0.021807,0.070938,0.018218,0.027535,0.22616,0.042834,-0.056181,0.098345,0.088801,-0.033126,-0.046469,-0.096613,0.072758,0.076396,-0.22766,0.027606,-0.20433,0.11915,-0.07243,0.10599,0.20214,0.068074,0.071092,0.051734,-0.0083992
"Bin.7.02",-0.020513,-0.011162,-0.014092,-0.033173,-0.024884,0.070793,-0.019927,-0.059333,-0.038188,0.00074737,-0.087306,0.011881,-0.036849,0.063664,0.016443,0.00040758,-0.026321,-0.076813,0.02579,-0.060248,0.0050964,-0.0075711,0.041092,-0.0097223,0.13664,-0.038223,-0.059139,-0.08325,-0.065315,0.045925,0.030446,-0.01511,-0.0064811,0.12511,-0.095403,0.069908,-0.095894,0.098717,0.0047754,0.075525,0.003195,-0.024495,0.081646,0.068911,-0.13657,0.081693,-0.025005,0.017811,-0.18681,0.029209
"Bin.6.98",-0.035121,0.0097949,0.015985,-0.010076,-0.0053281,0.066926,0.017889,0.064783,-0.047933,-0.064622,-0.071295,-0.028362,-0.12578,-0.014545,-0.028826,0.06261,-0.05701,0.052461,0.055041,-0.066648,-0.12383,0.023538,0.024725,0.048239,-0.045876,0.037731,0.09891,0.016129,0.13143,0.042863,-0.018777,-0.078281,0.021909,0.046698,-0.053292,-0.028857,-0.024568,-0.1337,0.049558,-0.015078,0.019348,0.083845,0.081727,0.10946,-0.1923,-0.0046288,0.085368,-0.082162,0.1434,0.1108
"Bin.6.94",-0.15715,-0.013331,0.1156,0.0093128,0.066167,0.054764,0.055624,0.038623,-0.043313,-0.11024,-0.02173,0.029971,-0.029333,-0.056853,0.038497,0.0061441,-0.012455,0.0064467,0.058818,-0.035621,-0.034239,0.051663,0.0037324,0.031642,0.0019229,0.071183,0.053485,0.02704,0.06758,-0.02492,0.016376,-0.037026,0.05213,-0.046474,0.0022291,-0.0039846,-0.0028381,-0.059608,-0.010515,-0.033399,-0.069506,0.033345,0.018635,-0.0068886,-0.10251,-0.036804,0.0058822,-0.091704,0.03063,-0.058176
"Bin.6.90",-0.037397,-0.0044335,0.020416,-0.014784,-0.020947,0.034979,0.037203,0.0033863,-0.020711,-0.033581,-0.039922,-0.034245,0.049354,0.0065121,0.014068,0.055101,-0.088973,0.025572,0.0077451,-0.034182,-0.10846,0.058922,-0.048365,0.0080299,-0.019221,0.017157,-0.063543,0.011425,0.087021,-0.030171,0.040153,0.0026857,0.12181,0.073458,-0.0026178,0.13337,0.049942,-0.014529,0.020979,0.09285,0.0097524,0.088185,-0.035774,-0.02706,0.033606,-0.056499,0.19618,-0.033713,0.011818,-0.0096949
"Bin.6.86",-0.043562,-0.0029875,0.040653,-0.0072072,-0.0016166,-0.038994,0.038846,0.025413,-0.047486,-0.0054647,-0.026517,-0.020916,0.029758,0.09548,0.015157,0.078051,-0.038412,0.028279,0.0065386,0.016168,-0.072291,0.044158,-0.059722,0.047679,-0.0057775,-0.032431,-0.035834,-0.019103,0.13131,-0.057102,0.078632,-0.0072137,0.0437,0.077069,0.027669,0.15268,-0.085938,0.024611,0.045007,-0.0085823,0.12988,0.12041,0.02228,0.010482,0.009551,-0.025101,0.20001,0.019245,0.064387,0.0066952
"Bin.6.82",-0.019434,-0.010053,-0.041743,-0.03484,-0.03385,-0.033408,-0.026266,0.0078988,-0.0082471,-0.012667,-0.072806,-0.072525,-0.016013,0.10411,0.044971,0.022405,-0.027628,-0.015874,-0.012522,-0.011324,-0.11298,-0.0091834,-0.018366,-0.025954,-0.034203,-0.019146,-0.029152,0.087874,0.036331,0.079937,-0.027765,0.10299,0.025098,0.1048,-0.029092,0.13334,-0.043409,-0.03397,0.10924,-0.11958,0.085834,0.03325,0.18916,0.13414,-0.12219,-0.19906,0.091894,-0.0050748,0.066746,0.024496
"Bin.6.78",-0.16074,-0.019428,0.11846,-0.011728,0.074608,0.036333,0.044029,0.028752,-0.027165,-0.08067,-0.016039,0.0065837,0.025068,0.020334,0.060636,-0.011645,0.00032568,-0.035806,0.014562,0.015034,0.048566,0.0090735,-0.0030124,0.042398,0.009841,0.05085,-0.0048558,-0.0089156,0.038466,-0.01305,0.00010976,0.036616,0.040724,-0.06212,-0.020053,0.012785,0.0017943,-0.014262,-0.034732,-0.06646,-0.098381,0.01026,-0.0079536,-0.0046587,-0.054024,-0.029027,-0.04036,-0.0087785,-0.0074145,6.3632e-05
"Bin.6.74",-0.16293,-0.021858,0.11257,-0.018229,0.07164,0.02975,0.037034,0.01914,-0.030917,-0.078331,-0.035901,0.017536,0.0054444,0.033508,0.057981,-0.0089213,0.021136,-0.048173,0.014022,0.034007,0.04082,0.0097753,0.0078456,0.05527,0.025197,0.04067,-0.019644,-0.038457,0.022007,0.0045141,0.039773,0.037547,0.024659,-0.057534,-0.067553,0.010789,0.0063895,0.057645,-0.027534,-0.068498,-0.086396,-0.026578,-0.040609,0.03214,-0.079999,0.010169,-0.03288,0.010809,0.021553,-0.043181
"Bin.6.70",-0.16298,-0.016489,0.11758,-0.022623,0.059405,0.029953,0.053929,0.0029041,-0.0050473,-0.066478,-0.041721,0.024744,0.0090299,0.015599,0.069933,0.018687,0.01384,-0.070636,0.031549,-0.013205,0.048119,0.0238,0.011169,0.046206,0.014508,0.042211,-0.013685,-0.039223,0.02038,0.00052373,0.016954,0.035682,-0.012378,-0.025138,-0.084745,0.0041919,0.022434,0.063162,0.009319,-0.10081,-0.053341,0.0016989,-0.048997,0.011932,-0.047603,0.017849,0.056267,0.00073958,-0.0035098,-0.022987
"Bin.6.66",-0.165,0.015616,0.12688,-0.020634,0.053061,0.021169,0.051434,0.01171,0.0035774,-0.054708,-0.022507,0.006325,0.023787,-0.0049256,0.057634,0.0012884,0.024189,-0.032495,0.027483,-0.052381,0.03437,0.025394,-0.013766,0.036517,-0.0045653,0.047588,0.0080294,-0.022733,-0.0056799,0.011559,-0.0011836,0.0011381,0.013567,0.011587,-0.068662,0.039481,0.028212,0.0031407,-0.0021136,-0.052224,-0.030759,0.054333,-0.0032339,0.065761,-0.0030749,0.06186,0.084501,0.013416,0.029828,-0.095505
"Bin.6.62",-0.1624,0.11882,0.11312,-0.11019,-0.03359,-0.032723,0.044017,0.0044279,0.023177,0.036458,-0.032484,-0.089062,0.0082082,-0.043917,0.012711,-0.02908,0.070207,0.042906,0.09532,-0.13117,0.032613,0.010621,-0.12544,-0.065157,-0.036566,-0.10474,0.038575,-0.09979,-0.027652,0.083719,0.040382,0.0044395,0.015529,0.0742,0.067086,-0.050166,-0.017307,0.029577,0.015043,0.05818,-0.036665,-0.0062,0.11589,0.06375,0.027192,0.0041443,0.032282,0.015526,0.045416,0.086971
"Bin.6.58",-0.15999,0.1258,0.11692,-0.1194,-0.042268,-0.029067,0.058405,0.0052887,0.0031393,0.038065,-0.035541,-0.095674,-0.014122,-0.061807,0.0088303,-0.028995,0.071499,0.029038,0.093849,-0.13347,0.046104,0.033945,-0.12606,-0.067653,-0.033915,-0.1454,0.0455,-0.082795,-0.031165,0.076551,0.011111,-0.055621,0.012234,0.093901,0.09004,-0.074963,-0.027004,0.030252,0.0039353,0.085163,0.0054812,-0.072766,0.13545,0.049637,0.027415,-0.050035,-0.015432,-0.0051915,0.058185,-0.014174
"Bin.6.54",-0.15853,0.14674,0.10713,-0.13734,-0.066995,-0.02713,0.034167,-0.024167,-0.013303,-0.0082256,-0.03187,-0.040432,-0.037289,-0.069528,0.023366,-0.029039,0.031836,0.057711,0.079124,-0.09845,0.0078029,-0.016374,-0.079237,-0.013337,0.0034925,-0.098293,0.061215,-0.056695,0.014063,0.024843,0.022097,-0.012325,0.0059455,0.061684,0.064361,-0.090596,0.062545,0.04961,0.063129,0.08902,-0.10072,-0.067454,0.076801,0.026254,0.0503,-0.0091168,-0.047141,0.0314,0.14636,0.060338
"Bin.6.50",-0.0015315,0.23952,0.017113,-0.15232,-0.1996,-0.08981,-0.09965,-0.087151,0.013695,0.007739,-0.025811,0.056881,-0.0096916,0.021866,0.02111,0.0032396,-0.041615,0.03609,-0.082616,0.050921,-0.040182,-0.081288,-0.0012185,0.060816,0.0085379,0.036628,-0.023962,0.044098,-0.00085883,0.047126,0.01769,0.02624,-0.0020027,-0.026922,0.018145,0.027348,0.0079696,0.0030141,-0.024013,-0.023868,-0.057838,-0.022855,-0.015013,0.016295,0.063504,-0.00058204,0.018427,0.075596,-0.0088356,0.013381
"Bin.6.46",-0.0015707,0.23618,0.0027918,-0.18664,-0.19793,-0.094407,-0.11639,-0.062809,-0.0012971,-0.011136,-0.015327,0.075237,-0.0071761,0.013173,0.011961,0.038395,-0.049234,-0.016571,-0.061891,0.057033,-0.03231,-0.063836,0.0085073,0.068489,0.03095,0.034039,-0.042905,0.077975,0.00063933,0.011321,0.011079,0.025099,0.008147,-0.042199,0.00091113,0.01377,0.011682,-0.007473,-0.054207,-0.020891,-0.033924,-0.0037153,-0.016472,0.034225,0.022741,-0.044299,-0.0094026,-0.0022003,-0.059438,0.057509
"Bin.6.42",-0.1443,0.19583,0.1276,-0.14716,-0.10595,-0.045849,-0.041834,-0.053414,-0.005415,-0.10251,0.01115,0.087104,0.020324,-0.024037,0.062864,0.023101,-0.061668,-0.010433,-0.032758,0.027101,-0.012605,0.02322,0.03971,0.084215,0.0040467,0.059764,-0.020029,0.027636,0.02256,0.0050201,-0.0015445,0.03198,-0.012435,-0.096312,-0.026881,-0.01253,-0.045717,-0.030302,-0.016146,0.010805,-0.054001,0.04324,-0.050493,-0.043113,0.037866,0.026384,-0.024025,-0.043391,0.079709,-0.19521
"Bin.6.38",0.0020493,0.24291,0.028918,-0.16276,-0.20756,-0.096866,-0.083272,-0.088011,0.011875,-0.0055804,-0.0099392,0.050446,0.00071745,0.030936,0.014212,0.0079009,-0.055731,0.002594,-0.057509,0.070308,-0.045899,-0.044789,0.01846,0.038203,0.013737,0.023298,-0.022226,0.064679,0.0042879,0.047142,-0.0068844,0.0025413,-0.02394,-0.043588,0.0050379,0.016755,-0.044,0.0052464,-0.023563,0.0033365,0.026866,0.0010519,0.0053297,-0.051938,-0.00064075,-0.056425,-0.046972,-0.056217,-0.080236,-0.0081159
"Bin.6.34",-0.14496,0.19409,0.12884,-0.15947,-0.11168,-0.045203,-0.018536,-0.06467,-0.025586,-0.097283,-0.00014909,0.07084,0.00077981,-0.017625,0.047264,0.0037802,-0.051655,-0.01431,-0.027462,0.070002,0.0098284,0.01889,0.05691,0.050896,0.039779,0.040826,0.039414,0.05568,0.0045127,-0.053349,-0.041173,0.0051382,-0.0024645,-0.077696,-0.032548,-0.02137,0.041422,0.021374,0.005562,-0.0080257,0.0060728,0.023176,-0.04341,-0.040672,-0.029573,-0.011423,0.01399,-0.029514,-0.080856,0.09566
