"","Bin.8.22","Bin.0.82","Bin.0.78","Bin.0.90","Bin.0.86","Bin.1.02","Bin.0.98","Bin.0.94","Bin.1.42","Bin.1.50","Bin.1.06","Bin.1.54","Bin.1.74","Bin.1.70","Bin.1.58","Bin.1.66","Bin.1.62","Bin.1.38","Bin.1.98","Bin.1.86","Bin.1.82","Bin.1.78","Bin.2.98","Bin.1.10","Bin.3.10","Bin.2.06","Bin.2.02","Bin.7.90","Bin.1.14","Bin.4.26","Bin.4.34","Bin.4.22","Bin.4.30","Bin.4.10","Bin.1.90","Bin.2.10","Bin.1.94","Bin.4.14","Bin.3.74","Bin.2.30","Bin.1.46","Bin.2.22","Bin.1.18","Bin.3.66","Bin.3.62","Bin.4.18","Bin.2.26","Bin.1.30","Bin.2.42","Bin.2.38","Bin.2.14","Bin.3.42","Bin.3.22","Bin.3.82","Bin.3.78","Bin.3.50","Bin.3.46","Bin.3.38","Bin.3.90","Bin.3.86","Bin.1.34","Bin.3.70","Bin.3.54","Bin.3.94","Bin.4.38","Bin.3.58","Bin.3.14","Bin.2.62","Bin.3.34","Bin.3.18","Bin.2.50","Bin.2.46","Bin.2.94","Bin.2.82","Bin.2.78","Bin.2.90","Bin.2.86","Bin.4.02","Bin.1.26","Bin.1.22","Bin.3.98","Bin.2.58","Bin.2.66","Bin.2.70","Bin.2.54","Bin.3.26","Bin.3.02","Bin.2.34","Bin.2.18","Bin.3.30","Bin.2.74","Bin.6.46","Bin.6.50","Bin.6.38","Bin.6.30","Bin.4.06","Bin.4.04","Bin.3.06","Bin.3.04","Bin.7.30","Bin.7.62","Bin.7.58","Bin.7.86","Bin.7.66","Bin.7.82","Bin.7.54","Bin.7.34","Bin.7.42","Bin.7.38","Bin.7.26","Bin.7.22","Bin.7.98","Bin.7.18","Bin.0.62","Bin.0.58","Bin.0.54","Bin.9.38","Bin.0.74","Bin.0.70","Bin.0.66","Bin.9.02","Bin.8.94","Bin.9.30","Bin.9.06","Bin.9.10","Bin.6.70","Bin.6.78","Bin.6.74","Bin.6.94","Bin.6.66","Bin.6.98","Bin.9.78","Bin.9.90","Bin.9.54","Bin.9.98","Bin.9.86","Bin.9.82","Bin.9.74","Bin.9.66","Bin.9.62","Bin.9.58","Bin.8.54","Bin.7.14","Bin.8.86","Bin.9.14","Bin.8.82","Bin.6.42","Bin.6.34","Bin.6.54","Bin.6.62","Bin.6.58","Bin.7.50","Bin.6.86","Bin.8.42","Bin.8.38","Bin.8.26","Bin.8.66","Bin.8.58","Bin.8.30","Bin.8.14","Bin.8.78","Bin.8.62","Bin.8.74","Bin.8.70","Bin.8.50","Bin.8.10","Bin.8.06","Bin.7.74","Bin.8.98","Bin.8.34","Bin.8.46","Bin.7.78","Bin.6.82","Bin.0.26","Bin.0.22","Bin.0.34","Bin.0.42","Bin.0.30","Bin.0.50","Bin.0.46","Bin.9.22","Bin.9.50","Bin.9.42","Bin.9.34","Bin.9.18","Bin.8.90","Bin.6.90","Bin.9.46","Bin.0.38","Bin.7.46","Bin.7.06","Bin.7.02","Bin.7.70","Bin.7.94","Bin.7.10","Bin.9.94","Bin.9.70","Bin.9.26","Bin.8.18","Bin.8.02"
"Bin.3.78",0.2358082,0,-0.08000864,0.222089,0.1750911,0.1116245,0.1914072,0.157169,0.3705942,0.5082279,0.222722,0.3764783,0.3527151,0.2453665,0.3269915,0.3159712,0.3521526,0.29076,0.2256505,0.1304316,0.1698553,0.2111718,-0.08573197,0.06964293,0.2856568,0.2865554,0.34884,0,0.2225776,0.4188055,0.4407026,0.5144565,0.3847193,0.4935938,0.4132446,0.4532489,0.2221819,0.6777274,0.7559506,0.4960046,0.5633662,0.5157363,0.4211329,0.636581,0.5780483,0.6421273,0.3971181,0.5323932,0.4641198,0.6299326,0.5614853,0.5158041,0.2957559,0.7661752,1,0.6105589,0.6406371,0.6310955,0.7496398,0.8231041,0.5844774,0.7137561,0.635026,0.3876814,0.2761041,0.4926275,0.2183052,0.1045168,0.4158834,0.3899704,0.2727945,0.3389203,0.1366717,0.2245658,0.1366152,0.1168006,0.1809485,0.4448558,0.401935,0.4067595,0,0,-0.06813409,0.1022107,0,0.2703366,0.1473672,0.2638329,0,0.3595589,0.2206489,0.1040976,0.08130474,0.09774021,0.1081444,0.219551,0.2711404,0.05093225,0.07591991,-0.1502088,-0.3004612,-0.2984888,-0.2127288,-0.1761974,-0.2158539,-0.2541198,0.232049,0.1672192,0.1085622,0,0,0.0884007,0.2481739,-0.3629668,-0.3056525,-0.340928,-0.3380584,-0.3806805,-0.3803689,-0.3758444,-0.3904351,-0.2820077,-0.3708165,-0.462254,-0.4651268,-0.4100096,-0.3910427,-0.3989712,-0.3584103,-0.4065794,-0.06609456,0.1791435,-0.1531482,0,-0.09774239,-0.1046895,-0.1065634,-0.1812555,-0.150277,-0.1939068,-0.07431399,-0.2480724,0,-0.4710425,-0.4617767,-0.5157591,-0.1991769,-0.1813091,-0.2585637,-0.3212041,-0.2961488,-0.3186474,-0.2810308,0.1455897,0.2417883,0.1102383,0,0.06145812,0,0.1604705,-0.193701,0,0,0,-0.1764694,-0.218493,-0.1456586,0.05247894,0,0.1295229,0.08758354,0,-0.1080987,-0.109216,-0.09911842,-0.202008,-0.1051446,-0.1510184,-0.4041985,-0.32863,-0.2765535,-0.2584279,-0.3099666,-0.1027311,-0.1263576,-0.1581719,-0.09903227,-0.2441417,-0.1450562,0,0,-0.1622604,-0.07231475,-0.2027467,-0.3723915,0,0.1649553,-0.06914085,0.3520107,0.2581576
"Bin.3.50",-0.1133352,0.1273185,0.05668954,0.1972049,0.1847252,0.299415,0.3093441,0.2366762,0.540728,0.5581637,0.3298269,0.3652116,0.2943176,0.2100911,0.2427484,0.2420726,0.3477131,0.2424885,0.1663206,0.1242851,0.1011787,0.161498,-0.0512959,-0.05453178,0.1872618,0.05854528,0.1766394,0.1876192,0.3523692,0.4558305,0.41187,0.4217399,0.2938718,0.3219782,0.3981823,0.2572764,0.2405762,0.5756325,0.7999078,0.5804687,0.71415,0.6314465,0.5919209,0.3196496,0.465006,0.5180367,0.3890388,0.4581272,0.5113017,0.5435577,0.5330104,0.7439057,0.4408072,0.6650499,0.6105589,1,0.908847,0.8004424,0.8105562,0.7952983,0.751692,0.7544407,0.8885121,0.4238144,0.1368077,0.3249977,-0.09386981,0,0.2651411,0.2082868,0.08509816,0.3089579,0,0.191854,0.07670187,0,0.2553585,0.05935004,0.1578982,0.4677068,-0.1010397,-0.2454691,-0.1382362,-0.1507136,-0.1575718,0.2756674,-0.1503584,0.07215121,-0.06357704,0.1529015,-0.2136113,-0.1515482,-0.1739669,-0.1762246,-0.1773741,-0.3554036,-0.3136008,-0.5229003,-0.5274035,-0.1363283,-0.2715797,-0.2706814,-0.2216927,-0.2000759,-0.2229942,-0.2712659,0.2146347,0.1648133,0.06008422,-0.08849857,-0.1689154,-0.0661813,-0.1733563,-0.1596728,-0.1043664,-0.1653091,-0.2649463,-0.2428225,-0.220346,-0.2196885,-0.2784852,-0.2317875,-0.3636603,-0.3102515,-0.3431701,-0.3182641,-0.3020757,-0.2993069,-0.2097613,-0.3559437,0.1334306,0,-0.1753178,-0.1441225,-0.1901554,-0.1608641,-0.2427684,-0.269209,-0.247519,-0.258403,-0.1883021,-0.4516002,-0.295891,-0.2824075,-0.3113465,-0.3509631,-0.3182359,-0.3070459,-0.3336716,-0.4172052,-0.3932516,-0.3313243,-0.3498939,0,0,0,0,0,-0.1021748,0,0,0.06426477,0.07700862,0.08863714,-0.2840771,-0.2662909,-0.2180597,0,-0.2553101,-0.1402833,-0.1076409,0,-0.1327964,0.05418366,0.07315605,0,0,0,-0.1187402,0,-0.1040818,-0.06447436,-0.1809799,-0.2310142,-0.1451357,-0.2931828,-0.06440953,-0.1181486,-0.07588902,0,0.2128424,0.09630526,-0.2602175,-0.1044239,-0.1311116,-0.06900894,0,-0.222606,-0.1374629,-0.1828926
"Bin.3.46",0,0,0,0.1758606,0.116633,0.2014744,0.2475311,0.1661867,0.4715898,0.5522102,0.3513968,0.2131233,0.2463611,0.1428088,0.1659789,0.1882519,0.3131038,0.2003615,0.1320646,0,0,0.05642928,-0.1073603,0,0.09481445,0.06677749,0.1624084,0.1735251,0.3287081,0.404192,0.3370732,0.3261986,0.291719,0.3433941,0.4051287,0.2803916,0.1948451,0.6309216,0.7797321,0.5541063,0.6861634,0.5488426,0.5889774,0.3348228,0.3755206,0.5919742,0.4025143,0.40496,0.6343909,0.6338071,0.5443318,0.8845815,0.534125,0.6091562,0.6406371,0.908847,1,0.789121,0.7347701,0.7496152,0.7180218,0.7063469,0.7720625,0.3968798,0.1636047,0.3389541,0,0.06326215,0.3238661,0.3700012,0.1091964,0.4443998,0,0.2115607,0.07355736,0,0.2428618,0.1026805,0.1928182,0.4770041,-0.1063892,-0.1544489,0,0,0,0.4483633,-0.1309804,0.07072388,-0.1700078,0.1642766,-0.07396469,-0.1134475,-0.1381107,-0.1366583,-0.1289139,-0.252459,-0.211312,-0.4096189,-0.4119087,-0.131692,-0.3080153,-0.2710212,-0.2145945,-0.1879529,-0.2178395,-0.2664471,0.2286738,0.2065568,0.07518219,-0.1360287,-0.1465715,0,-0.08907562,-0.2101381,-0.1305788,-0.1919323,-0.2609017,-0.2693511,-0.2612569,-0.2600822,-0.2855184,-0.2434953,-0.2596997,-0.3530307,-0.3645196,-0.3270222,-0.3113562,-0.3169474,-0.2132275,-0.3528843,0.08183652,0,-0.2257994,-0.1259922,-0.2589628,-0.07387637,-0.1077922,-0.278822,-0.1906216,-0.3010448,-0.1736546,-0.4508441,-0.3165482,-0.3557498,-0.3859883,-0.4221227,-0.2883669,-0.2794488,-0.3379326,-0.4261818,-0.4036218,-0.3690093,-0.2642095,0,0,-0.06923249,0,-0.08320618,-0.1385591,0,-0.09423876,0,0,0.065688,-0.3923479,-0.323963,-0.2264524,0,-0.1814222,-0.09501592,-0.1474153,-0.0503587,-0.1785619,0,0,-0.05089432,-0.1147148,-0.0699746,-0.2376818,-0.07414629,-0.1182283,-0.09577965,-0.1460082,-0.1809848,-0.2135536,-0.239565,0,-0.1713544,-0.1821542,-0.07696581,0.150802,0,-0.1806642,-0.1317122,-0.1416668,-0.115252,0,-0.07726296,0,-0.1483681
"Bin.3.38",0.1587062,0.111979,0,0.2473888,0.1982416,0.259909,0.3157224,0.2376431,0.5229637,0.4936962,0.3356778,0.3726395,0.3475531,0.2865253,0.4080669,0.3824547,0.4988483,0.2713221,0.3122654,0.1860282,0.2341711,0.2751146,0,0.05431995,0.2574287,0.2244475,0.3146673,0.1437235,0.2875486,0.506814,0.5110797,0.4453997,0.4748628,0.5207558,0.4158438,0.347102,0.2944344,0.6841495,0.6917222,0.6206775,0.6534748,0.7657406,0.5667506,0.3870989,0.4351822,0.5884732,0.4522011,0.4937364,0.5970661,0.6287191,0.5810717,0.6872192,0.5040312,0.619321,0.6310955,0.8004424,0.789121,1,0.682143,0.7116187,0.7114783,0.7082233,0.7568005,0.3606367,0.2335945,0.3505083,0,0.05397221,0.4595573,0.3832991,0.1701883,0.4043753,0.1175369,0.3024189,0.1621686,0,0.1392977,0.3742457,0.30392,0.5268434,-0.08589445,-0.2244512,-0.06485046,-0.06363263,-0.05997107,0.2882501,0,0.06774763,0,0.2142269,0,0,-0.05047629,0,0,-0.07964133,0,-0.2638327,-0.2593815,-0.1917783,-0.375885,-0.3560765,-0.2566526,-0.2348999,-0.2856367,-0.3348424,0.15299,0.1247091,0,-0.227532,-0.1926293,-0.1083433,-0.1581571,-0.3052986,-0.2583814,-0.3039182,-0.3066921,-0.4053553,-0.3813206,-0.3790384,-0.4180386,-0.3539308,-0.3600383,-0.4555722,-0.4864561,-0.4457749,-0.4399763,-0.4359101,-0.3665305,-0.4814514,0,0,-0.1166213,-0.1088415,-0.1083354,-0.1022341,-0.1502213,-0.1833755,-0.1283716,-0.2648418,-0.195085,-0.4367786,-0.3111224,-0.4642801,-0.4775904,-0.5359626,-0.3103686,-0.3053024,-0.3704576,-0.4662177,-0.4379759,-0.3556205,-0.3353422,0.103466,0.2001083,0.13054,0.07357574,0,0,0.06052107,0,0.1904114,0.1194598,0.1846509,-0.2925809,-0.3604656,-0.1957035,0.05863107,-0.1072707,0,-0.08825487,0,0,0,0.07807714,-0.07281588,-0.07814415,0,-0.2871926,-0.2024187,-0.1760165,0,-0.101292,0,-0.1859738,-0.2600479,-0.09162343,-0.0834232,-0.1085395,0,0.09702479,0,-0.2085947,-0.1563112,-0.2045216,0.1370725,0.1483954,-0.08700369,0,0
"Bin.3.90",-0.05642625,0.18209,0.07087313,0.2915592,0.2907761,0.3273995,0.3574604,0.3089573,0.5345741,0.5192794,0.2820738,0.4472175,0.3365041,0.2877648,0.3114375,0.2730573,0.3729247,0.33059,0.2719597,0.2456176,0.1412934,0.1554723,0,0,0.1325053,0.2517009,0.323043,0.1191895,0.2907846,0.5227004,0.4888614,0.6308098,0.3775312,0.4046224,0.4145846,0.4081891,0.248585,0.6155345,0.7423502,0.5677435,0.6455272,0.6437949,0.5250733,0.5096175,0.6889052,0.5855394,0.400975,0.5931824,0.5024694,0.5729795,0.5463194,0.5296742,0.3319625,0.8204349,0.7496398,0.8105562,0.7347701,0.682143,1,0.9180978,0.7442584,0.8082716,0.7999695,0.542725,0.2278448,0.3916062,-0.105799,0,0.2044897,0.1736852,0.07320944,0.2467131,0.07064132,0.2143244,0.1129085,0.06840618,0.2602297,0.2231869,0.2457052,0.3825876,-0.1005633,-0.1434377,-0.1269607,-0.082483,-0.1163491,0.1345957,0.08416112,0.1455599,0.09000686,0.08624353,-0.09246821,0,-0.05105066,-0.05897653,-0.05298712,-0.1839602,-0.1310938,-0.3834545,-0.3421901,-0.0941315,-0.3311974,-0.3734628,-0.2835025,-0.2753772,-0.2750488,-0.3299139,0.3223798,0.1884443,0.1159419,0,-0.1137959,-0.07556014,-0.1423445,-0.2999791,-0.252483,-0.3098387,-0.3991864,-0.4052904,-0.3716848,-0.3681853,-0.4069117,-0.3293946,-0.5188035,-0.4532969,-0.4742252,-0.4732376,-0.4534771,-0.4533809,-0.3608438,-0.4871129,0.1495053,0,0,-0.09824151,0,-0.1063384,-0.1618666,-0.1975071,-0.2403624,-0.1742057,-0.1342649,-0.4240205,-0.1644926,-0.355294,-0.3724249,-0.4116162,-0.3509739,-0.3334959,-0.3790631,-0.4613532,-0.4390315,-0.3706124,-0.453845,0.143003,0.1300228,0.07630129,0,0,-0.05011855,0.1334663,0,0,0.08446723,0.07800755,-0.1906432,-0.2109436,-0.2321047,0,-0.1982887,-0.08967855,0,0.109913,0,0,0,-0.1121854,-0.06040944,-0.05700752,-0.208958,-0.1695072,-0.190318,-0.1427036,-0.2543481,-0.2045943,-0.1106505,-0.3139766,-0.1127079,-0.1335651,-0.1197712,0.08251533,0.1638288,0.07122951,-0.2730995,-0.3056389,-0.2597383,0,0.2159903,-0.2329665,-0.1244312,-0.1053511
"Bin.3.86",0.09177579,0.1574129,0.06039286,0.3161656,0.2836894,0.2968499,0.3673528,0.3137986,0.5489046,0.6186154,0.3505169,0.5603304,0.4536433,0.3686997,0.4094322,0.3582418,0.4293983,0.3940718,0.3870459,0.28895,0.3031599,0.31797,0.06027576,0.112061,0.2712242,0.4294585,0.4535731,0.1433777,0.2252886,0.533238,0.5664408,0.6818783,0.4227939,0.5030551,0.4481521,0.4818466,0.3075035,0.6985277,0.7849212,0.5559375,0.6725146,0.6554722,0.4875878,0.5483961,0.6182366,0.6127038,0.3747701,0.5706157,0.5299856,0.6190465,0.605807,0.5275914,0.3521319,0.9115909,0.8231041,0.7952983,0.7496152,0.7116187,0.9180978,1,0.7189787,0.8306543,0.792272,0.4701853,0.2935638,0.4930576,0.08669315,0.08189168,0.2789476,0.3107835,0.2360757,0.3951986,0.1942898,0.3564643,0.2449735,0.08965956,0.3165002,0.3588187,0.3781549,0.4781433,-0.0915247,-0.1120986,-0.05575477,-0.05618014,0,0.1996433,0,0.09978221,0,0.2175929,0.09753957,0,0,0,0,0,0.05486086,-0.1806004,-0.1805456,-0.177149,-0.4057316,-0.4116698,-0.3140504,-0.284342,-0.3267412,-0.3745603,0.1811187,0.07124215,0,-0.09641367,-0.1849185,0,-0.1518422,-0.3445323,-0.2995318,-0.355552,-0.4249114,-0.4272246,-0.4004289,-0.3975806,-0.4478822,-0.3581188,-0.5360679,-0.4750756,-0.5380319,-0.4830526,-0.4760191,-0.4811033,-0.415388,-0.4981836,0,0.06012384,-0.08383687,-0.09341844,-0.1776251,-0.2278063,-0.2285966,-0.2270951,-0.2819275,-0.2274802,-0.2108714,-0.4311577,-0.1922627,-0.3714098,-0.4197274,-0.4930772,-0.3213558,-0.3042532,-0.3633269,-0.4420044,-0.4159378,-0.4664039,-0.4046472,0.1159366,0.196331,0.09837438,0,0,0,0.158933,-0.09164998,0,0,0,-0.260748,-0.2072523,-0.1987974,0.1530083,-0.08635181,0,0.0609216,0.1371168,-0.07035055,0,-0.05895234,-0.1645372,-0.05539917,-0.07952801,-0.2745755,-0.2726863,-0.2124144,-0.1940072,-0.2699858,-0.2014292,-0.1423894,-0.2595623,-0.05038247,-0.1518195,-0.154502,0,0.08230416,0,-0.1538643,-0.2030511,-0.2480757,-0.1214845,0.1649625,-0.2876791,-0.06702922,-0.05909206
"Bin.1.34",0,0.1375392,0,0.3233975,0.3037281,0.2093039,0.2694082,0.2860849,0.5401307,0.5549086,0.3727898,0.4412673,0.3062017,0.2606119,0.355547,0.4178705,0.4617061,0.5495215,0.3307192,0.2076162,0.1776363,0.2300863,0.05065961,0,0.296152,0.1598835,0.4585821,0.3506149,0.6676484,0.4671193,0.4554147,0.5124932,0.276793,0.367172,0.6636865,0.3751568,0.2733893,0.6082029,0.6868567,0.4870559,0.7485486,0.7617844,0.8014807,0.4431851,0.4824358,0.4560767,0.4358114,0.7994634,0.7617037,0.7768327,0.6194031,0.5856531,0.5743342,0.6701307,0.5844774,0.751692,0.7180218,0.7114783,0.7442584,0.7189787,1,0.7393802,0.7923109,0.3697806,0.2922766,0.3150928,0.06503066,0.08008909,0.2506448,0.4820049,0.2464946,0.333896,0.1981323,0.3407899,0.08220055,0.4398325,0.5813115,0.1512015,0.1749509,0.4624892,-0.1966109,-0.2600952,0,0,-0.06426179,0.1446357,0.184915,0.08979762,0,0.1332368,-0.2970646,0,0,0,0,-0.07420028,0,-0.2866961,-0.2222516,-0.1507252,-0.3896272,-0.4141062,-0.3089035,-0.3031901,-0.3349819,-0.3794044,0.1705397,0.1033012,0,-0.1081824,-0.1511193,0,-0.2786541,-0.2865463,-0.2344085,-0.2527975,-0.2809995,-0.3697402,-0.3613382,-0.3553463,-0.3804214,-0.317706,-0.3946922,-0.384671,-0.4022052,-0.3804329,-0.40111,-0.3918925,-0.3159218,-0.4094536,0.05232781,0.1156282,0,0.06050269,0,-0.05122413,-0.09107515,-0.179959,-0.1812267,-0.09830485,-0.07671244,-0.5808235,-0.3863619,-0.4202952,-0.4321061,-0.4826588,-0.2797233,-0.2614452,-0.2891506,-0.3698284,-0.3444189,-0.2393801,-0.3404099,0,0,0,0,-0.1201527,-0.06231346,0.05705459,-0.07891418,-0.08127983,0,0,-0.3791435,-0.2574849,-0.1890674,0.06178973,-0.07800198,0,0,0,0,0.1454005,0.1266772,0,-0.2223949,-0.1305073,-0.3293848,-0.1702047,-0.1112174,0,-0.1048957,-0.1708771,-0.1089341,-0.2254882,0,-0.05228659,-0.2174608,0,0.134412,0.1926687,0,-0.2204422,0,0.08617255,0.1303861,-0.2120165,-0.1491818,-0.183972
"Bin.3.70",0,0.146839,0,0.2424259,0.208605,0.2030148,0.2882912,0.2865889,0.5204301,0.4527408,0.2064832,0.4009879,0.2903857,0.2552746,0.2563273,0.3182949,0.3680893,0.3300144,0.3143757,0.1791943,0.1549651,0.2080343,0,0,0.2898973,0.2557591,0.4129055,0.2962195,0.3804045,0.5007353,0.4891693,0.5895209,0.3738627,0.4426881,0.4940028,0.4779309,0.3001329,0.716577,0.8045772,0.6579485,0.7127574,0.688607,0.5809167,0.7066403,0.7240928,0.6860659,0.5910564,0.4953032,0.5329087,0.5671835,0.521355,0.4998974,0.4542513,0.7978498,0.7137561,0.7544407,0.7063469,0.7082233,0.8082716,0.8306543,0.7393802,1,0.8236139,0.3481796,0.1212728,0.2660465,-0.07413455,-0.1887744,0.2497383,0.283252,0.0712951,0.1668692,0,0.2678722,0.121796,0,0.280916,0.2730736,0.1114418,0.409301,-0.1247398,-0.3884325,-0.2799607,-0.1985001,-0.2156106,0.2701729,0,0.1833404,-0.1510877,0.1336209,0,0,0,0,0,0,0,-0.2575251,-0.2386007,-0.09827956,-0.2865556,-0.2902367,-0.2305762,-0.184353,-0.2487266,-0.2645733,0.3892433,0.3166835,0.2720897,0.08799461,0,0,-0.148084,-0.2354922,-0.1786551,-0.2322744,-0.2461875,-0.2782684,-0.2572235,-0.2551456,-0.3185473,-0.2043398,-0.3968522,-0.3169802,-0.3869507,-0.3190147,-0.3234968,-0.3175719,-0.2665407,-0.3554346,0.06402557,0.0832451,0,-0.06512954,-0.08010467,-0.2089638,-0.2424673,-0.1766552,-0.185674,-0.2179115,-0.177384,-0.5100119,-0.3649413,-0.3327098,-0.3663235,-0.4413817,-0.2232749,-0.198296,-0.242903,-0.3373597,-0.3075244,-0.3029974,-0.3242594,0.06573002,0.1677574,0.1127426,0,0,0.05092471,0.1688113,-0.1054288,0.0858763,0.0962337,0.1260002,-0.3037274,-0.2022691,-0.1956796,0.1589599,-0.09108039,0.07506686,0,0.08301994,-0.08995941,0,0,-0.136073,-0.121098,-0.1398854,-0.1690194,-0.1825036,0,0,-0.1479382,-0.1070357,0,-0.2056267,0,-0.126674,-0.1409996,0.2021152,0.2048847,0.2063638,-0.05610643,-0.07380052,-0.1590892,0,0.08255322,-0.2906558,-0.1237385,-0.1199098
"Bin.3.54",-0.08357599,0.09956372,0,0.1727279,0.1723686,0.1976212,0.2382774,0.2139971,0.4795402,0.4554251,0.2281267,0.4180937,0.2255606,0.1656194,0.2162115,0.2583492,0.3086631,0.2781765,0.1907721,0.1537072,0.1238893,0.1705157,-0.1041507,-0.0867473,0.3303966,0.1415982,0.2783479,0.2030726,0.3914738,0.4830982,0.4976583,0.5426997,0.3052291,0.3316901,0.3720963,0.2505017,0.1387346,0.6096978,0.7524306,0.5384136,0.6777857,0.6897804,0.5904706,0.5037598,0.669909,0.5316896,0.3887049,0.5147359,0.5129486,0.5373452,0.5002429,0.5829235,0.4756945,0.7406907,0.635026,0.8885121,0.7720625,0.7568005,0.7999695,0.792272,0.7923109,0.8236139,1,0.3850763,0.1634887,0.4666211,0,0,0.3200787,0.2798137,0.1578612,0.2558759,0,0.2749424,0.06854305,0.0600713,0.2938638,0.07571311,0.1352179,0.445721,-0.06824467,-0.2534698,-0.1260371,-0.1045491,-0.09804678,0.2663933,-0.0967706,0.1259648,0,0.2851063,-0.1339433,0,0,-0.05480054,-0.05185832,-0.1885779,-0.1582074,-0.3989714,-0.4015528,-0.07751001,-0.2341904,-0.2414322,-0.1679827,-0.1340764,-0.1896697,-0.2379402,0.2037224,0.117999,0,0,-0.1044368,-0.1325251,-0.1690025,-0.1522859,-0.1072992,-0.1538367,-0.221205,-0.2270462,-0.2033065,-0.2119292,-0.2395147,-0.1717279,-0.4048177,-0.2445411,-0.2875101,-0.2588742,-0.2645899,-0.2555994,-0.1903912,-0.2872351,0.1573689,0.05965822,-0.0531745,0,-0.06424073,-0.1770929,-0.2033827,-0.1566943,-0.1931558,-0.1510614,-0.1385014,-0.4338299,-0.3491006,-0.2607651,-0.2543358,-0.3324126,-0.2078254,-0.1858291,-0.1853726,-0.2680131,-0.2416921,-0.2884622,-0.2815553,0,0.06552156,0,0,0,-0.1032567,0.06854599,0,0,0.06701969,0.07647265,-0.2472894,-0.2231412,-0.1430516,0.1277664,-0.1262232,0,0.09170895,0.07927205,-0.0515217,0.1322209,0.1398227,0.07762299,0,0,-0.09778361,-0.07421587,0,0,-0.1921474,-0.1827272,0,-0.2290556,0,-0.07594388,-0.05847209,0.07150892,0.1650643,0.2521661,-0.1581029,-0.1482025,-0.140912,0,0.08639413,-0.3207543,-0.110811,-0.1119573
"Bin.3.94",-0.3017771,-0.3183531,-0.3896741,-0.1595309,-0.1412266,-0.1618263,-0.1574846,-0.2104362,0,0.06253603,-0.09098248,0,-0.1091146,-0.2054164,-0.07383706,-0.2019647,-0.1319961,-0.09807936,0,-0.09313698,-0.09277129,-0.1543814,0,0,0.05834317,0,0.119644,0.08120082,0,0,0.07535705,0.1678518,0,0.07495663,0.09122134,0.07158079,0.1490922,0.1716003,0.3104233,0.1943279,0.1363825,0.2490328,0.1288707,0.3890408,0.4528048,0.3003703,0.21658,0.3395923,0.3885356,0.2710456,0.297594,0.344536,0.1828792,0.4038746,0.3876814,0.4238144,0.3968798,0.3606367,0.542725,0.4701853,0.3697806,0.3481796,0.3850763,1,0.3598455,0.5159709,0.2848975,0.311179,0.4101844,0.2143126,0.2952181,0.4294596,0,0.2307879,0.1758071,0.1865512,0,0.1484287,0.2638439,0.1656267,0.1583368,0.2364586,0.3329196,0.3200822,0.3572993,0.1995246,0.2804981,0.4465179,0.1755985,0,0.1345616,0.1216684,0.1478961,0.1524819,0.1725076,0,0,-0.0763178,0,0.3161401,-0.07860714,-0.105614,0,0,0,0,0.2769936,0.2199433,0.1625729,0.1595309,0.2425987,0,0,-0.598857,-0.5834109,-0.5929758,-0.3402214,-0.4690605,-0.4698237,-0.4603941,-0.5064182,-0.4774746,-0.3283903,-0.4388857,-0.4369054,-0.42941,-0.4202455,-0.4185889,-0.3281729,-0.4021729,0.1524492,0.1154874,-0.05623319,-0.09665196,0,0,-0.08323564,-0.1908589,-0.2554388,-0.2913729,0,-0.375266,-0.1574822,-0.09691685,0,-0.07334605,-0.1764943,-0.1638151,-0.2316127,-0.3141477,-0.28412,-0.1842093,-0.3122065,-0.3520189,-0.3158902,-0.2698575,-0.5336877,-0.4667626,-0.3992121,-0.2911658,-0.2804258,-0.3283351,-0.1940875,-0.2009545,-0.5006266,-0.1794736,-0.2447852,-0.06304862,-0.4308499,-0.3525199,-0.2136033,-0.08027535,-0.2694258,-0.1843523,-0.1573593,-0.3103695,-0.2060393,-0.2221652,-0.3539608,-0.2741472,-0.2908845,-0.226631,-0.2928345,-0.1549504,-0.1806744,-0.4840425,-0.2649295,-0.1337969,-0.226693,-0.1480677,0.1109485,0,-0.05079939,-0.1281986,0.0679004,0.08800361,0.08288623,-0.094618,-0.2571775,-0.1136377
