"","Bin.8.02","Bin.8.18","Bin.9.26","Bin.9.70","Bin.9.94","Bin.7.10","Bin.7.94","Bin.7.70","Bin.7.02","Bin.7.06","Bin.7.46","Bin.0.38","Bin.9.46","Bin.6.90","Bin.8.90","Bin.9.18","Bin.9.34","Bin.9.42","Bin.9.50","Bin.9.22","Bin.0.46","Bin.0.50","Bin.0.30","Bin.0.42","Bin.0.34","Bin.0.22","Bin.0.26","Bin.6.82","Bin.7.78","Bin.8.46","Bin.8.34","Bin.8.98","Bin.7.74","Bin.8.06","Bin.8.10","Bin.8.50","Bin.8.70","Bin.8.74","Bin.8.62","Bin.8.78","Bin.8.14","Bin.8.30","Bin.8.58","Bin.8.66","Bin.8.26","Bin.8.38","Bin.8.42","Bin.6.86","Bin.7.50","Bin.6.58","Bin.6.62","Bin.6.54","Bin.6.34","Bin.6.42","Bin.8.82","Bin.9.14","Bin.8.86","Bin.7.14","Bin.8.54","Bin.9.58","Bin.9.62","Bin.9.66","Bin.9.74","Bin.9.82","Bin.9.86","Bin.9.98","Bin.9.54","Bin.9.90","Bin.9.78","Bin.6.98","Bin.6.66","Bin.6.94","Bin.6.74","Bin.6.78","Bin.6.70","Bin.9.10","Bin.9.06","Bin.9.30","Bin.8.94","Bin.9.02","Bin.0.66","Bin.0.70","Bin.0.74","Bin.9.38","Bin.0.54","Bin.0.58","Bin.0.62","Bin.7.18","Bin.7.98","Bin.7.22","Bin.7.26","Bin.7.38","Bin.7.42","Bin.7.34","Bin.7.54","Bin.7.82","Bin.7.66","Bin.7.86","Bin.7.58","Bin.7.62","Bin.7.30","Bin.3.04","Bin.3.06","Bin.4.04","Bin.4.06","Bin.6.30","Bin.6.38","Bin.6.50","Bin.6.46","Bin.2.74","Bin.3.30","Bin.2.18","Bin.2.34","Bin.3.02","Bin.3.26","Bin.2.54","Bin.2.70","Bin.2.66","Bin.2.58","Bin.3.98","Bin.1.22","Bin.1.26","Bin.4.02","Bin.2.86","Bin.2.90","Bin.2.78","Bin.2.82","Bin.2.94","Bin.2.46","Bin.2.50","Bin.3.18","Bin.3.34","Bin.2.62","Bin.3.14","Bin.3.58","Bin.4.38","Bin.3.94","Bin.3.54","Bin.3.70","Bin.1.34","Bin.3.86","Bin.3.90","Bin.3.38","Bin.3.46","Bin.3.50","Bin.3.78","Bin.3.82","Bin.3.22","Bin.3.42","Bin.2.14","Bin.2.38","Bin.2.42","Bin.1.30","Bin.2.26","Bin.4.18","Bin.3.62","Bin.3.66","Bin.1.18","Bin.2.22","Bin.1.46","Bin.2.30","Bin.3.74","Bin.4.14","Bin.1.94","Bin.2.10","Bin.1.90","Bin.4.10","Bin.4.30","Bin.4.22","Bin.4.34","Bin.4.26","Bin.1.14","Bin.7.90","Bin.2.02","Bin.2.06","Bin.3.10","Bin.1.10","Bin.2.98","Bin.1.78","Bin.1.82","Bin.1.86","Bin.1.98","Bin.1.38","Bin.1.62","Bin.1.66","Bin.1.58","Bin.1.70","Bin.1.74","Bin.1.54","Bin.1.06","Bin.1.50","Bin.1.42","Bin.0.94","Bin.0.98","Bin.1.02","Bin.0.86","Bin.0.90","Bin.0.78","Bin.0.82","Bin.8.22"
"Bin.2.34",0.4759,0.85536,0.5555,0.11456,0.033,0.27026,0.68429,0.30272,0.91615,0.57998,0.13509,0.29028,0.20772,0.079812,0.12528,0.23237,0.61865,0.90125,0.71824,0.65624,0.027372,0.056518,0.0031246,0.12206,0.018255,0.17797,0.0049959,0.34674,0.15439,0.18124,0.24788,0.064758,0.33322,0.51359,0.28428,0.13914,0.41253,0.49294,0.1054,0.06941,0.23642,0.10608,0.0983,0.0122,0.04644,0.044086,0.102,0.22058,0.54051,0.97037,0.9667,0.82194,0.57181,0.70296,0.92952,0.90076,0.43286,0.16473,0.74863,0.076993,0.32125,0.14554,0.55549,0.54191,0.18387,0.17339,0.50421,0.29502,0.023116,0.84045,0.4792,0.45693,0.48643,0.5018,0.35868,0.35991,0.30167,0.49157,0.29714,0.22601,0.093075,0.13139,0.15125,0.84797,0.05365,0.04432,0.026162,0.035308,0.0015959,5.6755e-13,5.3935e-09,0.00017711,1.7927e-05,0.00048927,0.13559,0.090256,0.051444,0.12837,0.2393,0.28574,0.0040424,0.16615,0.34283,0.1832,0.1494,0.14994,0.14278,0.159,0.21664,0.38223,0.88206,0.33059,NA,0.05196,0.081862,0.10814,0.05652,0.62582,0.17106,0.1036,0.63935,0.82131,0.93411,0.9771,0.16561,0.54035,0.80264,0.13717,0.8424,0.49549,0.39567,0.17473,0.36774,0.11944,0.34131,0.088869,0.0011525,0.3834,0.2025,0.53515,0.49054,0.31316,0.64016,0.62551,0.61853,0.06412,0.31702,0.83179,0.3092,0.41009,0.38088,0.43186,0.72924,0.00054464,0.00082671,0.026042,0.00088687,0.54853,0.87897,0.77855,0.09141,0.43153,0.76195,0.10825,0.56035,0.56446,0.58256,0.57367,0.35307,0.77674,0.65673,0.52823,0.3172,0.28969,0.051949,0.99708,0.35839,0.052942,0.046968,0.092861,0.069372,0.032219,0.11684,0.08314,0.046624,0.088904,0.018077,0.02011,0.17779,0.16884,0.23363,0.20643,0.051379,0.031588,0.027496,0.054347,0.073079,0.001999,0.011107,0.021923
"Bin.3.02",0.97359,0.18635,0.35836,0.41538,0.12518,0.76035,0.93715,0.34472,0.71259,0.64943,0.96695,0.42153,0.7312,0.53211,0.33883,0.82892,0.58199,0.3002,0.1757,0.29928,0.020982,0.036814,0.14638,0.041145,0.172,0.27139,0.47403,0.79355,0.39573,0.4664,0.22788,0.4914,0.03926,0.19972,0.23605,0.76548,0.061952,0.17167,0.027134,0.27136,0.50204,0.85898,0.15623,0.1125,0.38295,0.079581,0.39219,0.69243,0.25219,0.36459,0.37581,0.46558,0.84745,0.73696,0.26413,0.13738,0.028003,0.62846,0.97106,0.36306,0.33726,0.9695,0.44984,0.99145,0.81514,0.31099,0.6898,0.76996,0.34242,0.22951,0.10443,0.076558,0.082719,0.07832,0.068527,0.21435,0.066954,0.22329,0.081672,0.021041,0.025596,0.021422,0.027378,0.12094,0.034251,0.016153,0.016802,0.16128,0.13136,0.034175,0.020708,0.20786,0.09235,0.010383,0.22156,0.14563,0.36214,0.29357,0.58042,0.1331,0.25251,0.0023745,0.17758,0.019585,0.039802,0.13671,0.12835,0.16611,0.24857,0.36369,0.4592,0.39388,0.05196,NA,0.9867,0.46202,0.031452,0.66301,0.5891,0.1888,0.28133,0.74403,0.036386,0.19748,0.043714,0.18857,0.66346,0.69444,0.31541,0.16343,0.020336,0.70218,0.33825,0.16001,0.52652,0.013814,0.048488,0.50379,0.75661,0.19858,0.86194,0.56118,0.80998,0.36459,0.2973,0.30712,0.9111,0.12606,0.87333,0.045685,0.12358,0.033799,0.012183,0.056507,0.90954,0.15967,0.097049,0.69039,0.44227,0.88021,0.98808,0.41424,0.4041,0.58501,0.07123,0.041771,0.43255,0.20483,0.80841,0.29731,0.19554,0.17823,0.28599,0.041802,0.52568,0.49388,0.72828,0.089417,0.7062,0.50028,0.71453,0.33929,0.74484,0.73027,0.46996,0.70236,0.80147,0.96632,0.91052,0.8223,0.89659,0.6062,0.37082,0.23913,0.41179,0.88628,0.99197,0.10877,0.48063,0.6542
"Bin.3.26",0.85653,0.28432,0.7474,0.88825,0.24705,0.32213,0.75834,0.064373,0.61703,0.3434,0.50681,0.51488,0.45223,0.28023,0.75117,0.84835,0.79795,0.84899,0.86916,0.59662,0.41409,0.50659,0.829,0.87046,0.25445,0.40398,0.33765,0.26283,0.3508,0.74789,0.74318,0.88659,0.83018,0.20126,0.0032006,0.0092763,0.72974,0.17843,0.27974,0.0027336,0.5172,0.41585,0.15097,0.13792,0.17158,0.39359,0.033701,0.60283,0.60214,0.87211,0.76101,0.90506,0.86636,0.76843,0.13026,0.25155,0.17973,0.11768,0.19005,0.84263,0.51652,0.40245,0.76598,0.90586,0.60221,0.24043,0.7579,0.23959,0.92211,0.94264,0.86605,0.90172,0.88177,0.945,0.89631,0.56083,0.53022,0.80051,0.94715,0.43941,0.96026,0.91497,0.92266,0.86722,0.97193,0.84911,0.76436,0.21393,0.11968,0.4165,0.75156,0.31764,0.095804,0.093815,0.35427,0.30794,0.29307,0.414,0.41145,0.61873,0.74122,0.91112,0.96624,0.67034,0.62242,0.82645,0.71294,0.57562,0.58216,0.01597,0.14158,0.029909,0.081862,0.9867,NA,0.10402,0.18549,0.11411,0.4814,0.38183,0.25539,0.7725,0.74232,0.86406,0.39791,0.25826,0.17111,0.16608,0.0038055,0.18967,0.009756,0.049852,0.725,0.02717,0.10796,0.8083,0.16478,0.061485,0.057756,0.31627,0.16452,0.35138,0.042357,0.0010929,0.052661,0.057599,0.23202,0.001294,1.0118e-05,0.058951,0.12103,0.0079866,0.30843,0.020985,0.029316,0.41499,0.10428,0.61896,0.65111,0.027356,0.031399,0.012375,0.20058,0.67137,0.29405,0.46386,0.6043,0.58179,0.49955,0.2022,0.78568,0.59291,0.17513,0.36269,0.91953,0.7144,0.68098,0.8535,0.54649,0.66981,0.61422,0.92275,0.55144,0.76261,0.72655,0.79404,0.88839,0.51418,0.99498,0.2753,0.13675,0.44889,0.67185,0.91008,0.77568,0.31629,0.89621,0.35257,0.39019,0.98464
"Bin.2.54",0.79186,0.86277,0.81391,0.86255,0.67096,0.2995,0.25989,0.96518,0.0052057,0.011672,0.00070267,0.42047,0.89744,0.59367,0.50873,0.12412,0.35747,0.34012,0.29118,0.07292,0.037691,0.0060909,0.26804,0.2042,0.16807,0.18401,0.090698,0.0044636,0.010348,0.67682,0.049221,0.77858,0.45838,0.18978,0.044918,0.0031361,0.0027291,0.00098329,0.00041416,2.7121e-05,2.819e-05,8.9425e-06,1.7568e-06,2.7574e-07,6.6909e-05,4.7444e-05,1.2094e-06,0.77261,0.36205,0.85303,0.81262,0.8216,0.93461,0.85652,0.57778,0.98591,0.38134,0.63229,0.57184,0.86829,0.33795,0.36937,0.66255,0.60059,0.86906,0.98136,0.95715,0.53932,0.28745,0.55392,0.48369,0.37122,0.18802,0.28745,0.27344,0.21521,0.24317,0.87761,0.026877,0.049865,0.023049,0.032341,0.062061,0.20721,0.018673,0.010378,0.0053692,0.88489,0.70536,0.40433,0.24324,0.11484,0.13482,0.11602,0.0050267,0.0032999,0.0015628,0.0023428,0.025796,0.06668,0.037617,0.0025382,0.0027544,0.0047485,0.0024954,0.16751,0.22502,0.28473,0.51431,0.0078089,0.030988,0.23625,0.10814,0.46202,0.10402,NA,0,0,8.8027e-09,0.00031881,0.32252,0.00099425,0.66456,0.76954,0.082575,0.21913,0.03326,0.014963,1.7967e-06,7.7226e-08,0.00022128,0.0046893,1.1352e-07,4.4384e-10,5.3834e-06,0.0035397,0.010857,0.49816,0.13264,0.6575,0.8137,0.42103,0.67909,0.81336,0.27445,0.73273,0.54854,0.52858,0.69163,0.5439,0.29968,0.068478,0.69625,0.024271,0.43372,0.51851,0.85682,0.27473,0.19597,0.098908,0.031469,0.20304,0.29712,0.016558,0.018429,0.035855,0.34596,0.055326,0.13525,0.36171,0.0096067,0.099234,0.93474,0.92109,0.77075,0.77472,0.050405,0.50149,0.071724,0.12196,0.020454,0.11382,0.030282,0.0030662,0.005012,0.038383,0.0016321,0.045274,0.12461,0.32557,0.29567,0.0015723,2.1976e-05,0.00046807,6.362e-05,0.00063536,0.0047058,2.4275e-07,1.9606e-07,0.26718
"Bin.2.70",0.33723,0.40971,0.56865,0.97629,0.97042,0.92004,0.31629,0.91104,0.0015288,0.061523,0.0073484,0.58446,0.69106,0.83424,0.73905,0.14272,0.41198,0.30164,0.2547,0.09117,0.019848,0.0018797,0.12774,0.099066,0.34428,0.23961,0.11371,0.021113,0.028379,0.74093,0.048178,0.80518,0.36174,0.43526,0.1286,0.055406,0.0040792,0.0029034,0.0023909,8.7271e-05,0.00037845,0.00010249,0.00024513,2.3536e-05,0.0001799,0.00036848,0.00022689,0.72815,0.98828,0.93612,0.93078,0.94007,0.81693,0.73179,0.71299,0.94445,0.26137,0.67457,0.14808,0.96574,0.514,0.59174,0.98647,0.25305,0.53231,0.5791,0.94688,0.69173,0.17593,0.84081,0.62417,0.54613,0.31804,0.44054,0.36962,0.4302,0.26388,0.9251,0.078203,0.13968,0.025213,0.042109,0.086517,0.35977,0.029836,0.013597,0.0077006,0.37656,0.72717,0.12555,0.65635,0.32115,0.50855,0.41171,0.0026447,0.0013156,0.0010302,0.0016775,0.012421,0.025768,0.0088409,0.0055332,0.017398,0.011503,0.0090259,0.18438,0.2183,0.24951,0.47726,0.10059,0.050524,0.35631,0.05652,0.031452,0.18549,0,NA,2.4196e-10,2.7867e-11,0.00033979,0.36628,0.001413,0.43359,0.91045,0.043107,0.78562,0.33921,0.14422,1.1526e-05,3.4231e-06,0.00011787,0.0076615,2.3646e-08,3.363e-08,7.0542e-05,0.0088793,0.023448,0.46995,0.167,0.9996,0.69838,0.56904,0.66065,0.99144,0.29615,0.47999,0.64479,0.40486,0.40465,0.45327,0.12619,0.031411,0.20352,0.0923,0.57581,0.70684,0.8567,0.71777,0.24834,0.12507,0.032167,0.17235,0.30515,0.013222,0.022659,0.12608,0.35813,0.039646,0.094099,0.30859,0.0049757,0.61184,0.5856,0.82633,0.18359,0.88595,0.15448,0.15226,0.015161,0.021383,0.0038377,0.043252,0.033689,0.0017124,0.0043472,0.021646,0.00030097,0.022981,0.094574,0.23574,0.31775,0.00057732,2.7514e-06,6.0891e-05,2.9803e-05,0.00095674,0.0034009,9.1071e-08,1.6093e-07,0.29524
"Bin.2.66",0.39048,0.42107,0.77467,0.78496,0.43052,0.082582,0.20017,0.9232,0.040496,0.037121,0.00018327,0.43252,0.97321,0.63582,0.34034,0.045175,0.15531,0.17898,0.13304,0.026692,0.026086,0.0085832,0.55527,0.4359,0.20708,0.23609,0.23056,0.029843,0.050863,0.55901,0.024916,0.61672,0.73462,0.064417,0.010235,0.00044051,0.0070094,0.0015265,0.00019758,8.0783e-05,1.4413e-05,1.5044e-06,9.4888e-08,2.1797e-07,3.2341e-05,3.8391e-05,2.2312e-07,0.51239,0.27872,0.49511,0.45075,0.47218,0.6517,0.70827,0.50447,0.9409,0.4069,0.34281,0.80007,0.64367,0.2156,0.10553,0.36063,0.87895,0.98499,0.58306,0.4993,0.24859,0.92019,0.72249,0.30892,0.27633,0.1114,0.17749,0.18456,0.13623,0.18391,0.55149,0.011514,0.01788,0.032127,0.03097,0.05286,0.094487,0.01364,0.0088996,0.0045195,0.24539,0.35491,0.93387,0.062116,0.046897,0.046445,0.064497,0.02198,0.016498,0.010579,0.014968,0.10223,0.17815,0.11617,0.017861,0.018686,0.033664,0.02058,0.3565,0.46995,0.57478,0.83577,0.054119,0.46187,0.24797,0.62582,0.66301,0.11411,0,2.4196e-10,NA,7.9714e-07,0.0025291,0.33448,0.0070888,0.93943,0.69586,0.085842,0.046708,0.004069,0.00052229,3.6296e-06,1.0826e-05,0.0014595,0.070519,1.4102e-07,3.1238e-07,0.00019242,0.01166,0.018158,0.38312,0.048939,0.73266,0.70055,0.37962,0.65456,0.76699,0.33839,0.63825,0.64483,0.62249,0.71864,0.71768,0.42795,0.06582,0.85493,0.01286,0.12863,0.26512,0.24494,0.29924,0.23849,0.11756,0.018909,0.073489,0.1289,0.019361,0.027947,0.04692,0.14357,0.03323,0.12181,0.13078,0.0081647,0.043379,0.88263,0.58874,0.83919,0.65493,0.077146,0.50681,0.24673,0.36881,0.12722,0.38155,0.097997,0.047806,0.024263,0.21422,0.024428,0.14329,0.43197,0.66083,0.31967,0.019327,0.00065369,0.0071353,0.0019916,0.0049554,0.021519,4.6246e-05,4.5725e-05,0.16437
"Bin.2.58",0.10775,0.38177,0.80548,0.90625,0.61894,0.30038,0.20613,0.47604,0.0006956,0.043952,0.077736,0.981,0.78934,0.66259,0.7172,0.10782,0.45779,0.11862,0.052543,0.081796,0.044346,0.057609,0.3783,0.99184,0.78753,0.24254,0.18317,0.14185,0.15414,0.7543,0.094924,0.55403,0.57057,0.93481,0.67563,0.86514,0.087933,0.02894,0.072065,0.0011698,0.012714,0.0040724,0.045046,0.002156,0.023287,0.098723,0.077108,0.56719,0.83036,0.95866,0.97708,0.86478,0.88443,0.98137,0.45158,0.43576,0.93185,0.095642,0.015092,0.69699,0.97908,0.50246,0.89241,0.53901,0.48472,0.94963,0.36017,0.52523,0.9517,0.99065,0.75056,0.67056,0.58527,0.71914,0.53839,0.5659,0.24379,0.72469,0.22201,0.39998,0.16714,0.23385,0.27835,0.43435,0.05448,0.037102,0.054492,0.10671,0.85409,0.28189,0.55296,0.40433,0.48777,0.26213,0.044627,0.041574,0.087884,0.072607,0.12905,0.16995,0.13495,0.026872,0.025792,0.099806,0.066861,0.54637,0.58528,0.5602,0.7699,0.003402,0.053585,0.10695,0.17106,0.5891,0.4814,8.8027e-09,2.7867e-11,7.9714e-07,NA,0.0088839,0.4064,0.00033205,0.85943,0.32999,0.28689,0.57931,0.60225,0.075615,0.001947,0.0030488,0.28956,0.070804,3.3535e-08,0.00014423,0.0027007,0.27996,0.098277,0.075716,0.005311,0.068126,0.43831,0.32034,0.11711,0.2842,0.085756,0.85311,0.92424,0.12423,0.73434,0.90889,0.92946,0.89877,0.99097,0.065333,0.33311,0.18685,0.35321,0.079553,0.068851,0.0071246,0.083882,0.032309,0.059646,0.095873,0.049556,0.0057764,0.34557,0.091943,0.11422,0.30263,0.0029889,0.02714,0.011297,0.24849,0.42478,0.73496,0.059396,0.22295,0.082833,0.24552,0.055562,0.056985,0.035667,0.0035464,0.0032596,0.20492,0.009381,0.13571,0.42145,0.27262,0.3248,0.0013726,0.00040406,0.0079242,0.012555,0.020589,0.027198,0.0042545,0.00076554,0.2878
"Bin.3.98",0.81617,0.95262,0.063561,0.83539,0.85912,0.66274,0.77363,0.30677,0.02224,0.30306,0.0050765,0.21923,0.3865,0.34974,0.0056312,0.14933,0.066649,0.002345,0.034105,0.01487,0.0054362,0.11101,0.10143,0.08622,0.032138,0.0031063,0.0049673,0.00039427,0.00087517,0.20626,0.00044718,0.0042421,0.13259,0.011664,0.052363,0.89289,0.021701,0.039671,0.19955,0.0015824,5.1311e-06,6.7531e-06,0.0014767,8.1092e-05,2.8163e-05,3.7846e-05,0.00018592,0.30923,0.22567,0.89647,0.93001,0.94518,0.59668,0.49489,0.80391,0.62643,0.29875,0.98881,3.1621e-05,0.021807,0.23108,0.16397,0.93486,0.96214,0.33963,0.30857,0.25158,0.80416,0.87941,0.47045,0.4383,0.31842,0.15641,0.26747,0.17317,0.23112,0.27727,0.016454,0.01232,0.084771,0.018483,0.020368,0.071998,0.004389,0.077819,0.081852,0.06369,0.37446,0.72331,0.018001,0.41016,0.7423,0.79688,0.70096,6.6613e-16,0,0,0,1.7697e-12,7.6494e-13,0.0084368,0.014152,0.018971,0.0044921,0.0039247,0.056133,0.075131,0.097227,0.15049,0.13228,0.043997,0.56279,0.1036,0.1888,0.38183,0.00031881,0.00033979,0.0025291,0.0088839,NA,0.3367,0.67234,0.15659,0.34738,0.96523,0.53025,0.98188,0.43909,0.18463,0.08221,0.059473,0.0018986,0.021037,0.0092512,0.029852,0.06116,0.2721,0.63771,0.38808,0.17116,0.5273,0.48714,0.55311,0.46213,0.48507,0.92227,0.39217,0.65896,0.36684,0.12242,0.30685,0.66653,0.36809,0.078997,0.53196,0.64287,0.76959,0.008681,0.047923,0.024114,0.015863,0.077382,0.25235,0.0088661,0.00066339,0.031756,0.78185,0.56848,0.38024,0.97757,0.052145,0.0088266,0.089878,0.091652,0.039254,0.5412,0.18142,0.11821,0.017327,0.0065677,0.0014187,0.013475,0.0028803,0.00085467,0.003537,0.0055317,0.00065956,0.0080423,0.35021,0.00068547,0.011607,8.3967e-05,1.1618e-08,1.5025e-06,1.1249e-05,4.2027e-08,9.1577e-07,6.8975e-07,1.0445e-07,0.022226
"Bin.1.22",0.60886,0.85623,0.5112,0.31719,0.6282,0.26392,0.38289,0.0383,0.068585,0.0017219,0.103,0.82208,0.69175,0.66674,0.71527,0.28339,0.35103,0.80068,0.48391,0.22044,0.40833,0.15627,0.58131,0.38788,0.8772,0.74959,0.93603,0.65618,0.81675,0.26635,0.48092,0.63666,0.16249,0.42773,0.80791,0.030035,0.86132,0.39762,0.79187,0.4278,0.94387,0.21204,0.70373,0.57786,0.86404,0.28909,0.8665,0.12188,0.0033384,0.26108,0.20045,0.38813,0.29737,0.25351,0.35168,0.73272,0.80416,0.29292,0.037773,0.49278,0.85781,0.7486,0.54084,0.96214,0.53778,0.58322,0.99221,0.98325,0.71176,0.83104,0.038021,0.10615,0.03586,0.035762,0.041899,0.040933,0.046866,0.6932,0.12488,0.072302,0.08655,0.10592,0.063993,0.43382,0.13226,0.23978,0.12273,0.21612,0.034769,0.034609,0.026449,0.16175,0.46425,0.54904,0.046186,0.075069,0.074773,0.079486,0.03046,0.010208,0.37202,0.22327,0.30391,0.90701,0.67518,0.78477,0.82743,0.84037,0.78241,0.37236,0.05255,0.066144,0.63935,0.28133,0.25539,0.32252,0.36628,0.33448,0.4064,0.3367,NA,1.858e-08,0.15165,0.2905,0.96103,0.23916,0.082708,0.36758,0.00010379,0.00265,0.066137,0.010788,0.0058748,0.10637,0.042052,0.30303,0.25035,0.0011791,0.0031625,0.00072085,0.00044494,0.0061056,8.4773e-05,0.0004612,0.00061533,0.0033746,0.0015664,0.25482,0.0015944,0.00017491,1.8799e-07,4.7364e-05,0.00052803,0.28004,0.067216,0.58746,0.5563,4.5156e-08,1.7953e-08,0.00029435,9.762e-05,0.00057133,0.0036934,0.56506,0.15041,0.23556,0.04942,0.62208,0.7519,0.054639,0.91478,0.075524,0.62425,0.052544,0.14704,0.042458,0.063067,0.93683,0.073155,0.12677,0.27709,0.1405,0.1553,0.0030411,0.033072,0.0094628,0.15091,0.070743,0.088549,0.010142,0.0029198,0.0010614,0.11622,0.019919,0.10125,0.060478,0.021515,0.95778,0.69911,0.66651
"Bin.1.26",0.28998,0.2571,0.20949,0.49653,0.98746,0.076182,0.16453,0.030719,2.6935e-05,0.00015574,0.00094275,0.39433,0.11618,0.041684,0.40897,0.033087,0.77606,0.29329,0.018878,0.0057033,0.17026,0.0057246,0.49746,0.62354,0.47185,0.38481,0.39481,0.20048,0.53436,0.64723,0.34287,0.69115,0.84086,0.54868,0.79058,0.28716,0.14283,0.038317,0.17949,0.33907,0.65543,0.23399,0.35768,0.15958,0.91194,0.60917,0.85682,0.035488,0.00047057,0.029932,0.023822,0.028879,0.026662,0.028128,0.1156,0.26794,0.27055,0.62345,0.95299,0.44245,0.2256,0.27336,0.040062,0.73215,0.37745,0.31199,0.28604,0.13882,0.94817,0.032104,0.00041041,0.00032454,0.00017619,0.00030088,0.00018228,0.00032267,0.00032949,0.19344,0.00090441,0.00090236,0.00041084,0.00077358,0.00044069,0.0090635,0.0017239,0.0027865,0.0017721,0.91987,0.15438,0.024575,0.0027104,0.0079785,0.046772,0.04466,0.18086,0.26994,0.20312,0.27832,0.060835,0.053678,0.14185,0.10545,0.095799,0.023322,0.059834,0.61344,0.66728,0.69429,0.79162,0.0059401,0.0021891,0.0028129,0.82131,0.74403,0.7725,0.00099425,0.001413,0.0070888,0.00033205,0.67234,1.858e-08,NA,0.0011156,0.8317,0.43023,0.045333,0.06327,0.016378,4.2416e-07,2.346e-08,0.0098416,0.00075008,5.8793e-06,9.1122e-06,0.00044119,0.033871,0.064108,0.34914,0.44101,0.22429,0.0067755,0.085445,0.031895,0.17973,0.27345,0.0038118,0.01587,0.58955,0.085294,0.00095876,4.1487e-05,0.0058722,0.00065998,0.81713,0.689,0.73985,0.68838,0.054768,0.001091,0.075382,0.06631,0.16171,0.1765,0.32454,0.093505,0.6134,0.049018,0.8877,0.94055,0.24737,0.21692,0.97959,0.088966,0.0065204,0.0053242,0.010999,6.533e-05,0.16222,0.010774,0.0097266,0.091153,0.021419,0.19317,0.035608,0.042382,0.002222,0.096154,0.017489,0.074907,0.019604,0.0081726,0.091823,0.43,0.13619,0.32642,0.047703,0.022031,0.72446,0.99473,0.069365
"Bin.4.02",0.082841,0.049612,0.83122,0.038679,0.33451,0.23537,0.78815,0.62706,0.28982,0.66396,0.045806,0.055982,0.10842,0.13475,0.08725,0.13445,0.79787,0.047947,0.012106,0.0074084,0.0010597,0.0038006,0.068152,0.026465,0.011947,0.027786,0.049357,0.98426,0.85957,0.71817,0.23963,0.90116,0.49074,0.80088,0.84013,0.64015,0.16804,0.35905,0.021538,0.90707,0.23266,0.29086,0.26682,0.29966,0.045706,0.012701,0.1212,0.049634,0.0068595,0.03364,0.029376,0.054746,0.20953,0.23569,0.013334,0.071649,0.054278,0.91782,0.55114,0.12464,0.1546,0.21847,0.18833,0.5239,0.27057,0.33245,0.5691,0.9726,0.18803,0.029912,9.9299e-05,7.8975e-06,2.3967e-05,2.4422e-05,3.5298e-05,1.3563e-05,4.626e-05,0.0048251,0.00026541,0.00017098,2.1701e-05,1.7867e-05,2.2689e-05,0.00087653,6.6244e-05,7.8664e-05,0.00020862,0.68591,0.98422,0.54355,0.25653,0.28915,0.38726,0.35763,0.36447,0.52303,0.73514,0.71798,0.16676,0.23583,0.28124,0.0010993,0.0024942,2.7727e-06,0.0003111,0.026156,0.030749,0.038555,0.016505,0.0026842,0.13715,0.51235,0.93411,0.036386,0.74232,0.66456,0.43359,0.93943,0.85943,0.15659,0.15165,0.0011156,NA,0.53508,0.66069,0.42347,0.39709,0.22609,0.060434,0.11071,0.0076957,0.0015418,0.24973,0.012979,0.013102,0.083528,0.30361,0.60126,0.055019,0.29457,0.010501,0.11924,0.0074185,0.47797,0.68224,0.0012086,0.0068348,0.31196,0.63376,0.12596,0.027043,0.22904,0.016325,0.41191,0.11944,0.057982,0.0057544,0.84648,0.021118,0.3216,0.38612,0.19079,0.0012061,0.14534,0.013054,0.22543,6.0338e-08,0.00026176,0.039857,0.019735,0.086211,0.73889,0.93946,0.0027269,0.0011163,0.080492,0.22498,0.065931,0.015825,0.011573,0.25109,0.0049798,0.17432,0.031682,0.0051458,0.0035058,0.098357,0.071438,0.067782,0.97442,0.17849,0.51003,0.631,0.67361,0.94716,0.23291,0.16748,0.65936,0.99995,0.00027542
