"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"Bin.6.34",-0.098074,0.0076475,0.048303,0.14592,-0.025225,0.024754,-0.0038714,-0.10757,-0.038795,0.047206,-0.1306,0.062719,-0.077659,-0.041021,0.024327,-0.065833,-0.041722,0.078838,0.0040775,0.015955,-0.014028,-0.033542,0.019968,0.040637,0.057309,-0.030659,-0.035003,-0.034161,0.06928,-0.00049442,-0.026872,0.0041591,0.024415,0.028135,-0.067205,0.035265,0.024213,-0.011755,0.030316,-0.0069514,0.023504,-0.014533,-0.015552,0.0063824,-0.0075884,-0.013973,0.021562,-0.01794,-0.032853,0.047836
"Bin.6.30",-0.014116,-0.056399,0.022518,0.17419,0.048603,0.022297,0.074147,-0.13735,-0.088411,0.047033,-0.13895,0.10028,-0.10186,-0.014934,0.081962,-0.046367,-0.076733,0.050731,0.011024,-0.028046,-0.0034672,-0.050039,0.013059,-0.0069963,0.065483,-0.073628,-0.034533,-0.027219,0.11478,0.019572,-0.011921,0.0221,0.020835,0.010318,-0.03292,0.03603,0.00034498,0.016774,-0.0014764,-0.012496,0.026597,-0.011908,0.00072953,-0.0028203,0.046956,0.007701,0.041041,-0.028973,-0.024908,0.0094101
"Bin.4.38",0.047891,-0.067477,0.0037506,0.049767,-0.045846,0.00089559,-0.0097405,-0.016719,-0.014544,-0.092523,0.037019,0.0025929,0.081078,-0.012279,0.02888,-0.24832,-0.13554,-0.010635,0.15288,-0.030149,0.17377,0.21578,0.0038381,0.093161,-0.065758,0.16955,-0.2652,-0.079642,0.012268,-0.14751,0.043154,-0.1354,-0.032545,-0.026632,0.007018,0.065885,-0.11178,0.14144,-0.042901,-0.045994,0.070304,-0.058041,-0.065859,-0.014119,0.02345,0.045495,0.0056883,-0.0016506,-0.0055646,0.019708
"Bin.4.34",0.076557,0.013282,0.069396,0.045059,0.060398,-0.14092,-0.048929,-0.06519,0.062681,-0.11076,0.066661,-0.017258,0.032802,-0.10628,0.047747,-0.11124,0.004634,0.053261,0.088431,-0.1345,0.14683,0.099038,-0.010892,0.066538,0.010179,-0.0011465,-0.090789,-0.023577,-0.091583,-0.063488,-0.016371,0.00050967,0.018784,-0.065286,-0.14105,-0.052342,-0.11878,0.19679,0.16937,-0.10197,-0.11145,0.055602,0.054179,-0.00087014,0.038196,0.010086,-3.0964e-05,0.026249,-0.012399,-0.017114
"Bin.4.30",0.061581,0.041817,0.060896,0.079167,0.11462,-0.135,-0.066474,-0.0070858,0.1165,-0.07255,0.043746,0.053454,-0.10959,-0.087683,-0.028553,-0.079623,0.044799,-0.087035,0.093092,-0.093179,-0.10642,0.029094,-0.01239,-0.078383,-0.075597,0.052464,0.025577,-0.0063525,-0.025214,0.017693,0.042234,0.01274,-0.0025428,-0.054005,-0.0025824,-0.015828,0.02264,0.037339,-0.0012495,-3.1763e-05,0.060001,-0.033724,-0.030009,-0.03839,0.016423,0.00084219,-0.073656,-0.085572,-0.017676,0.013642
"Bin.4.26",0.058934,0.073168,0.1019,0.049516,0.054534,-0.089812,-0.061025,-0.052624,0.1211,-0.1004,0.069044,0.050093,-0.058056,-0.062469,-0.027288,-0.094028,-0.0374,0.0061338,0.13762,-0.01951,-0.05951,-0.020063,-0.076419,-0.076362,-0.052977,0.042469,-0.0075069,-0.035851,0.053973,0.058645,0.11926,0.011729,0.022137,0.0064442,0.061808,0.1119,0.0051048,0.050697,0.095876,0.13344,0.073133,-0.052075,-0.12756,-0.038931,0.042392,-0.024323,-0.062685,-0.062661,-0.1042,-0.060343
"Bin.4.22",0.081281,0.02789,0.09753,0.034825,0.071943,-0.042088,-0.079286,-0.13488,-0.013861,-0.069227,0.13707,-0.019431,0.075795,-0.091886,0.014793,-0.046061,-0.043955,0.07648,0.091298,-0.083861,0.097753,-0.050975,-0.083339,-0.014286,-0.060741,-0.03519,0.037597,-0.061648,0.10593,0.073314,-0.0046898,-0.029377,0.028982,0.019554,0.0086867,-0.0029018,0.08078,-0.064548,-0.0056895,0.10142,-0.038992,-0.051162,-0.013135,-0.036071,-0.063914,0.059872,-0.015506,-0.070012,0.0011779,-0.11966
"Bin.4.18",0.064876,0.0015416,0.16869,0.051797,0.038304,-0.016097,-0.06421,0.082399,0.075286,0.0030718,-0.012869,0.078069,0.095896,-0.12775,-0.046228,-0.032019,-0.045832,0.0017629,0.039204,-0.091923,0.09808,-0.078124,-0.077197,-0.012936,-0.027906,-0.011909,0.086806,-0.072171,0.029691,0.09619,-0.095854,-0.043133,0.018606,-0.0034621,0.050238,0.021045,0.060019,0.016629,0.094141,0.020164,-0.035693,0.018892,-0.049383,-0.0017734,0.068177,-0.017859,-0.06847,-0.048032,-0.016895,0.050151
"Bin.4.14",0.090553,0.034318,0.098124,0.11182,0.0079037,-0.09762,-0.060876,0.014345,0.14637,-0.0012808,-0.039056,0.035574,-0.051652,-0.026784,-0.059373,-0.022996,0.010799,-0.033881,0.099823,0.017532,0.0005937,-0.04277,0.037682,0.014778,0.014811,0.052415,0.02992,-0.011181,0.019891,0.022665,-0.004668,0.059879,-0.015174,0.058183,0.08935,0.029872,0.026404,0.025316,0.027487,-0.063378,0.068184,0.069817,0.0022378,0.034136,0.10217,-0.043931,-0.011127,-0.070558,-0.011767,0.0023923
"Bin.4.10",0.087059,0.020361,0.027549,0.10993,0.093878,-0.13228,-0.047679,0.0076327,0.10686,-0.020816,-0.010238,0.0040182,-0.10323,-0.042957,-0.029882,-0.04943,0.057135,-0.071142,0.062866,-0.067418,-0.10209,0.075739,0.099671,-0.020146,-0.074277,0.0046955,0.016714,0.12371,-0.044626,-0.010377,0.019792,0.10878,-0.0009317,-0.0071289,0.068411,-0.0052764,0.01805,-0.0050917,-0.054643,0.030499,0.044393,0.03904,0.052345,0.024579,-0.0040282,0.042433,-0.10862,-0.038952,-0.081712,0.0093094
"Bin.4.06",0.027083,-0.071351,-0.080181,0.15964,0.056403,0.077983,-0.13768,-0.015079,0.037543,-0.065894,-0.0056642,-0.036851,0.0062247,-0.10198,-0.07442,-0.00019696,0.056926,-0.058177,-0.0066967,0.079372,0.048527,-0.034166,0.057662,0.012291,-0.033934,0.027311,0.087073,-0.031995,-0.028328,-0.048456,0.023897,-0.11461,0.024903,-0.02633,-0.042095,0.066683,-0.01124,0.051125,-0.046978,-0.023959,-0.066684,-0.044545,-0.0016433,-0.046109,0.041609,-0.01369,-0.00065819,-0.015848,0.12046,-0.0053613
"Bin.4.02",0.077492,-0.025665,-0.034728,0.13071,0.12247,-0.057029,-0.038005,-0.00044061,-0.02472,-0.010936,-0.038215,0.014067,-0.0028566,0.083751,-0.029122,-0.048936,-0.095612,-0.16111,-0.11718,-0.032207,-0.05581,0.14988,-0.00094877,0.036173,0.00047941,-0.014815,0.10897,0.081614,-0.073482,0.014803,0.056244,0.084654,-0.092341,0.10163,-0.0093613,0.060803,0.10285,-0.12814,-0.076728,0.11654,0.10597,0.0054663,-0.062155,0.024915,0.012332,0.072512,0.058847,0.029151,0.050059,-0.066147
"Bin.4.04",0.037834,-0.069493,-0.07932,0.16672,0.068148,0.06622,-0.12814,-0.015479,0.026854,-0.062148,-0.01468,-0.032003,0.004696,-0.071503,-0.07368,-0.0061625,0.035264,-0.080903,-0.02856,0.073169,0.040479,-0.0073823,0.056277,0.019704,-0.031595,0.024767,0.098173,-0.018545,-0.027521,-0.04534,0.034091,-0.085875,0.015986,-0.001633,-0.037454,0.076781,0.0096019,0.015652,-0.054867,0.0013834,-0.037836,-0.045452,-0.0092369,-0.040378,0.041298,0.0038133,0.00073098,-0.011782,0.11816,0.0062121
"Bin.3.98",-0.02659,-0.12902,-0.016932,0.022897,0.012405,-0.092233,-0.10337,-0.026058,-0.061839,-0.14515,-0.062911,0.027336,0.051395,0.086944,-0.0069091,0.026738,0.051125,-0.044926,0.0044221,-0.068822,-0.051419,-0.058225,0.013935,-0.032315,-0.0015691,0.047981,-0.031522,0.018657,-0.016735,0.098372,0.012778,0.033897,-0.077421,-0.0035197,0.0094562,-0.0039278,0.030862,0.086936,-0.0070316,-0.021572,-0.014861,-0.0018624,0.023265,-0.0077362,0.071658,-0.069878,-0.0048824,0.02966,0.022582,0.092429
"Bin.3.94",0.050496,-0.078603,0.080795,0.005576,-0.038279,-0.011924,0.06534,-0.022446,-0.006761,0.13582,0.053042,0.02237,0.15313,0.017338,0.050135,-0.10967,-0.086969,-0.068381,0.0062611,0.16663,-0.22997,-0.036645,-0.061575,-0.094655,-0.13377,0.00060466,-0.070419,0.060768,0.078759,0.010212,-0.028739,-0.046238,0.095614,0.062597,0.069783,-0.024149,-0.039568,0.19747,-0.075372,-0.073932,-0.026379,0.069484,0.032866,-0.05861,0.038611,-0.079737,-0.062455,0.018543,0.19605,-0.0067276
"Bin.3.90",0.10014,0.0061904,0.13818,-0.0093585,-0.032764,-0.10423,0.010403,-0.035674,-0.05971,0.023155,0.021807,-0.031721,0.058112,0.038909,-0.051884,-0.027208,-0.05544,0.016145,0.10382,0.12381,-0.040219,-0.075477,-0.057154,-0.065288,0.046615,-0.0006147,0.030956,0.046645,0.046325,0.042762,-0.021383,-0.093426,-0.035843,0.0026799,0.03943,-0.029838,0.032971,0.042823,-0.079365,0.030089,-0.044794,-0.094541,-0.052806,0.02095,-0.01647,0.093792,0.057382,0.09169,0.011928,0.0026112
"Bin.3.86",0.11302,0.0040878,0.10418,0.034069,-0.044526,-0.096677,-0.051367,-0.047247,-0.03595,0.055759,0.024467,0.0039774,0.055717,0.019866,-0.071675,-0.016749,-0.051286,0.075257,0.063991,0.065371,0.029204,0.0043125,-0.076308,-0.046824,0.013376,-0.062663,0.034613,0.058847,0.046343,0.06041,0.02665,-0.058779,-0.097121,0.070369,-0.040673,-0.027753,-0.014801,0.0090786,-0.10119,-0.026652,-0.0090138,-0.00079076,-0.069143,-0.015823,-0.019377,-0.0092736,0.018121,0.049861,-0.06819,-0.042736
"Bin.3.82",0.093695,-0.023242,0.10298,0.057282,-0.045458,-0.10183,-0.095079,-0.1065,-0.049796,0.017649,0.042964,-0.038419,0.069944,0.012554,-0.10189,-0.0011652,0.011146,0.063818,0.024819,0.039147,0.046479,0.0063164,0.0089071,-0.00096793,0.050799,-0.056126,0.078293,0.075451,0.063841,0.062257,-0.054538,-0.088171,-0.032904,-0.0081953,-0.033949,0.015228,0.064722,-0.10128,-0.12318,0.041301,0.061081,0.043123,-0.03716,-0.04183,-0.0795,0.078683,0.0034252,-0.059912,-0.0096743,-0.0076415
"Bin.3.78",0.094894,-0.010842,0.098734,0.10068,-0.015736,-0.065911,-0.076694,0.064777,-0.070244,0.032163,-0.007995,-0.032533,0.039288,-0.0045563,-0.077029,0.052951,-0.09277,0.074208,0.055606,0.15071,0.0013447,0.05359,-0.010928,-0.086738,0.068119,-0.02636,-0.017808,-0.11864,-0.069054,0.14993,-0.069663,0.011918,-0.0026324,0.023273,0.0029497,0.072756,0.021891,0.020948,-0.045991,0.055471,-0.032363,-0.024526,0.018339,-0.025556,-0.041881,-0.11389,0.048307,-0.063404,-0.042864,-0.060745
"Bin.3.74",0.092566,0.041115,0.11455,0.041481,-0.071481,-0.056964,-0.027886,0.035777,0.060974,0.057149,-0.050913,0.044152,0.049639,0.081715,-0.016054,0.11795,-0.026017,0.069455,0.10114,0.077141,-0.044101,0.023352,0.023348,-0.061018,0.034019,0.038109,-0.11022,0.05495,-0.072995,0.12039,0.0020004,-0.0078225,-0.011962,0.027474,-0.1146,0.093065,-0.020343,-0.033801,-0.091958,0.089291,-0.087977,0.073135,0.10064,0.067797,-0.0059246,-0.038352,0.11147,-0.070624,0.018399,0.024626
"Bin.3.70",0.092727,0.013789,0.16196,0.019731,-0.033635,-0.035185,-0.066624,-0.055848,0.021454,0.029091,-0.049936,0.015767,0.056379,0.033391,-0.011741,0.069518,0.03484,-0.026751,0.028599,0.10029,0.06836,0.035515,-0.019423,0.083188,0.078435,-0.027799,0.098183,0.062931,-0.084065,0.050717,-0.037618,0.0036683,-0.009646,0.078355,0.015546,0.019446,0.055614,-0.00078715,-0.037135,0.074078,-0.0048522,0.11974,-0.036753,0.088767,-0.0093248,0.0312,-0.063611,0.091331,0.10567,-0.011303
"Bin.3.66",0.067046,-0.030349,0.13151,0.09262,0.060808,0.054574,-0.087561,-0.030696,0.017714,0.03903,0.0049732,-0.037306,0.092144,-0.097235,0.075347,0.13243,-0.032065,-0.076283,0.040707,0.11912,0.014216,-0.029216,-0.058307,0.049158,0.063605,0.025879,0.10437,0.022391,-0.095531,0.025097,-0.06197,0.11473,-0.12583,-0.019211,0.033639,-0.1585,-0.020788,0.031226,0.057134,-0.023911,0.034188,0.044951,0.028728,-0.06627,-0.046424,0.043304,0.0018427,0.1269,-0.029866,0.059614
"Bin.3.62",0.055786,-0.021614,0.15671,0.042594,0.041549,-0.040879,-0.04728,-0.10607,-0.078249,0.059823,0.032445,-0.037309,0.041754,-0.025089,0.10945,0.072517,0.0032218,-0.10881,0.093409,0.16536,-0.033175,-0.070957,-0.053662,-0.017545,0.061162,0.071571,0.15312,-0.064962,-0.07311,-0.052907,-0.015391,0.077258,-0.17399,-0.084425,-0.019673,-0.073906,-0.025649,-0.024024,0.07792,0.045369,-0.02986,0.041001,-0.060266,-0.0029387,-0.087333,0.066846,-0.044026,0.13426,-0.039555,-0.023116
"Bin.3.58",0.055789,-0.073063,0.0032156,0.094204,-0.073541,-0.093113,-0.047403,-0.017812,-0.073057,0.063353,0.13248,0.028605,0.026975,0.087116,0.11533,-0.10261,-0.087242,0.049429,0.073106,0.062567,-0.030714,0.0069248,0.090037,0.025651,-0.05082,-0.066185,0.11417,-0.11691,-0.17804,-0.10218,0.15177,-0.11794,-0.0073241,-0.045668,-0.028199,-0.050801,-0.12831,0.045609,-0.0076279,-0.0069948,-0.04337,-0.045814,0.064075,0.11746,-0.028193,-0.17257,-0.096665,-0.030847,-0.039036,-0.026994
"Bin.3.54",0.081587,0.010712,0.14901,0.0082025,-0.094504,-0.10318,-0.039624,-0.065944,0.0046298,0.010104,-0.0025726,-0.0237,0.03831,0.058137,0.07292,0.069154,0.0020381,0.062012,-0.0053725,0.064466,-0.00094795,-0.071568,0.014963,0.027238,-0.054604,-0.032032,0.014193,-0.10524,-0.091535,-0.058779,0.12159,-0.049557,-0.048681,-0.067354,0.029048,-0.051342,-0.047079,-0.01167,0.099082,0.067105,-0.047814,0.069977,-0.11918,-0.003811,0.15362,0.00020794,-0.051602,-0.099466,-0.035606,0.058462
"Bin.3.50",0.086697,0.010615,0.14337,-0.049754,-0.0945,-0.11391,-0.02258,-0.0016871,0.030608,0.023776,-0.035388,0.008422,0.0087754,0.069257,0.0072769,0.0254,-0.045005,0.074709,-0.049196,0.019971,-0.080551,-0.042074,-0.0083157,-0.020229,-0.039637,-0.064265,-0.12506,-0.042339,-0.026235,0.0035222,0.10653,-0.034351,-0.075655,0.058511,-0.072061,0.034306,0.019731,-0.048026,-0.039484,-0.040081,-0.028931,-0.021981,-0.07699,-0.0019809,0.051399,-0.018708,-0.050314,-0.056489,-0.028363,0.023469
"Bin.3.46",0.085905,-0.0030862,0.13716,-0.023467,-0.10502,-0.085102,-0.028254,0.066697,0.065021,0.034847,-0.033208,0.059483,-0.048502,0.069308,-0.030647,0.038402,-0.10715,0.069139,-0.025452,-0.025187,-0.042001,-0.036569,0.017422,-0.020524,-0.022268,-0.036168,-0.0032443,-0.061217,0.023267,-0.07666,-0.038612,0.00063081,-0.00054521,0.1328,-0.027962,0.0099175,-0.004499,-0.032368,-0.10115,-0.094203,-0.0036554,-0.060506,-0.051318,-0.12286,-0.010284,0.029411,0.11481,0.034202,-0.076135,-0.050078
"Bin.3.42",0.075558,-0.0061355,0.10121,-0.014273,-0.11934,-0.013896,-0.0031662,0.15721,0.060621,0.013206,-0.047554,0.081481,-0.039099,0.08434,-0.016392,0.032255,-0.11862,0.042955,-0.07112,-0.006964,-0.10542,-0.051846,-0.00083397,-0.019445,0.039663,0.045026,-0.030976,-0.098811,0.054771,-0.17598,0.029137,0.054942,0.010309,0.051266,-0.15055,-0.06326,-0.08942,-0.060116,0.0040157,0.013192,0.061075,-0.12235,-0.087315,-0.1466,0.0047306,0.086757,-0.083488,0.18209,-0.03058,0.015948
"Bin.3.38",0.10281,0.0064124,0.11223,0.026413,-0.054561,-0.09812,-0.0074251,0.025876,0.012432,-0.012241,-0.010514,0.064438,-0.045087,0.036009,-0.014297,0.016621,-0.020186,-0.10458,-0.1312,-0.043483,-0.055817,0.011982,-0.056632,0.11063,-0.058562,-0.090247,-0.099014,-0.13359,0.012131,0.0029967,0.043504,-0.053607,0.070591,-0.015433,-0.027863,0.15435,-0.11875,-0.035881,0.1346,0.020255,0.028769,0.10324,-0.011215,-0.058602,0.11783,0.16344,0.087998,-0.072274,0.13292,0.029219
"Bin.3.34",0.05541,-0.076163,-0.0066549,0.12736,-0.028043,-0.10628,-0.0058856,0.05049,0.069694,-0.0035038,-0.065829,0.021464,0.032302,0.022273,0.13529,0.14896,0.059255,-0.068645,-0.10083,0.024351,-0.11026,-0.041439,0.064576,0.0029556,-0.10199,0.055309,-0.09937,-0.0027309,-0.033178,0.068888,-0.079274,-0.14455,0.1088,0.071452,-0.028784,-0.0087083,-0.17033,0.11264,0.044611,-0.040644,0.053317,-0.025132,0.096163,-0.032927,-0.069744,0.18241,0.0070731,0.042393,-0.0079395,0.019453
"Bin.3.30",0.028591,-0.024411,-0.036759,0.14931,-0.062928,-0.12886,-0.046662,0.058255,-0.0027992,-0.043367,-0.038455,-0.011378,0.032812,0.01309,0.13559,0.16477,0.17472,0.17641,0.067422,0.0328,-0.064568,0.05667,-0.005133,0.0084535,-0.099476,0.069642,-0.074659,0.058807,-0.094224,-0.068359,0.034617,-0.045923,0.14465,0.096346,0.006548,-0.01564,-0.14522,-0.051081,0.11855,-0.032334,0.085327,-0.11149,0.039777,0.03546,0.0060042,0.030465,0.083257,0.011579,-0.019327,-0.0012873
"Bin.3.26",0.020352,-0.024565,0.058059,0.028733,-0.10091,0.069608,-0.10512,0.10382,0.012151,0.045024,0.0039085,0.22718,0.052559,0.095749,-0.037677,0.16334,0.021199,0.051344,-0.087823,-0.063367,-0.13612,-0.035893,-0.015094,-0.071584,0.13143,0.13803,0.15224,-0.085247,0.068252,-0.13065,0.10949,-0.084408,0.023592,-0.080498,0.1522,-0.00027556,-0.028024,0.10701,0.078969,-0.15995,0.030471,-0.032236,0.16042,-0.030965,-0.077858,0.101,-0.024707,-0.017972,-0.083967,-0.070764
"Bin.3.22",0.081115,-0.0074731,0.051709,-0.0036371,-0.082323,0.089451,-0.046196,0.069239,0.090983,-0.069109,-0.0093279,0.0079207,-0.0072333,0.1738,0.12372,0.060261,-0.081316,-0.0448,0.00098053,-0.12873,0.034926,-0.062486,-0.15294,0.059529,-0.093305,0.071659,0.14349,-0.016311,-0.035343,-0.11707,-0.016416,-0.059704,0.10299,-0.254,-0.073142,-0.040934,-0.017292,-0.074472,0.021327,0.11823,-0.16062,0.087306,0.093252,0.11877,-0.059657,-0.12007,0.040673,0.085834,0.1044,-0.095646
"Bin.3.18",0.074351,-0.079396,-0.0037799,0.099176,-0.092637,0.081389,-0.065182,0.05038,0.081342,-0.058452,-0.027777,-0.059207,-0.073003,0.057675,0.025395,0.038418,-0.065915,-0.057305,0.018034,-0.10585,0.078273,-0.017793,-0.068031,0.054248,-0.047511,-4.4209e-05,0.11087,-0.028423,0.0038443,-0.081237,0.055622,-0.09028,-0.0072504,-0.13415,-0.0065984,0.031565,0.013564,-0.054467,0.0066688,-0.025705,0.073075,-0.076838,-0.00011983,0.088425,-0.021389,-0.12333,0.0763,-0.031234,0.10919,0.057057
"Bin.3.14",0.041431,-0.095923,-0.092855,0.12812,-0.071785,0.047475,-0.057919,0.077404,0.071973,0.026791,-0.00047009,0.003064,0.05361,-0.024223,0.056936,-0.021604,-0.029183,0.038792,-0.010603,-0.004174,0.02923,-0.024115,0.056771,-0.0083469,-0.04387,0.017892,-0.02322,0.096367,0.090199,-0.083443,0.11841,0.010599,-0.062045,-0.013353,0.12289,0.096839,0.047222,0.0045031,0.044163,-0.0079351,0.1133,-0.039669,0.020104,0.012134,-0.094818,0.081834,-0.049904,-0.14798,-0.086497,-0.020383
"Bin.3.10",0.063582,0.013801,-0.024914,0.10842,-0.039874,0.0069091,-0.028502,0.011172,-0.016564,0.037306,-0.051323,-0.082974,0.0146,-0.0042443,0.25831,0.084032,0.24707,0.08691,0.044816,0.038201,-0.035346,0.11778,-0.086393,0.1324,-0.092063,0.038917,-0.098472,0.053308,0.063994,0.033856,0.19768,0.1196,0.0021663,0.078067,0.035871,-0.059625,0.12394,-0.095839,0.13047,-0.047043,0.050982,0.047878,-0.043311,0.001306,0.067622,0.049892,0.0081411,-0.061061,-0.081177,0.080023
"Bin.3.06",0.0071096,-0.059888,-0.12551,0.1491,0.067062,0.08942,-0.11993,-0.0026719,0.060335,-0.034831,-0.00017554,-0.011456,0.012134,-0.12106,-0.074546,-0.014272,0.043486,-0.033422,0.008573,0.06253,0.0043012,-0.025242,0.052803,-0.0027767,-0.041414,0.0023618,0.067119,-0.027187,-0.072778,-0.00096665,0.041148,-0.077598,0.041612,-0.001749,-0.068719,0.048027,-0.039866,0.029904,-0.086055,-0.046751,-0.013634,-0.009533,0.054231,-0.054966,0.028938,-0.068729,0.04254,0.051771,-0.042223,-0.028346
"Bin.3.02",0.022744,-0.048433,0.015351,0.037158,0.024719,0.1585,0.019833,0.020049,-0.13921,-0.09176,-0.076685,-0.13716,0.035625,0.094912,0.047136,-0.13839,-0.059998,-0.18369,0.0089571,0.11789,-0.057027,0.080109,-0.092385,-0.12363,0.1119,0.17578,0.037197,-0.015982,0.016363,-0.09017,-0.022109,-0.058661,0.18465,0.15852,0.0099839,-0.040148,0.16099,-0.028548,0.10219,0.02169,0.043322,0.073079,-0.06038,0.08891,0.084817,0.086093,-0.017889,-0.15224,-0.055911,0.050246
"Bin.3.04",0.01053,-0.067995,-0.11234,0.14829,0.064107,0.12356,-0.099339,0.00059927,0.021684,-0.05115,-0.017389,-0.038355,0.020249,-0.094711,-0.058162,-0.042144,0.022592,-0.072041,0.010335,0.090414,-0.01243,0.005175,0.021122,-0.037862,-0.018651,0.048477,0.080673,-0.028408,-0.043473,-0.024416,0.04152,-0.06954,0.097972,0.047215,-0.05054,0.046729,0.00081669,0.0098733,-0.046631,-0.055444,0.01566,-0.032557,0.052075,-0.053805,0.0618,-0.055762,0.017462,0.0013491,-0.029504,-0.070787
"Bin.2.98",0.07093,0.031971,-0.13169,-0.065637,0.0080173,0.10225,0.037433,-0.064096,-0.075704,0.011502,0.0077408,0.10726,0.043489,0.14327,0.058984,-0.01311,-0.055028,-0.081217,-0.010808,0.083112,0.0056473,0.023591,0.022677,0.012718,0.054569,0.13758,-0.049102,0.10256,-0.017835,0.038942,0.034612,-0.0023591,0.011489,-0.010821,-0.124,0.080302,0.090028,-0.16576,0.015923,0.088056,0.16548,0.090635,-0.10095,-0.082376,-0.001565,-0.044272,-0.054352,0.068112,-0.021707,0.031545
"Bin.2.94",0.074523,-0.027606,-0.1134,-0.012898,-0.061043,0.049789,-0.047371,-0.057816,-0.052032,-0.04798,0.16216,0.041006,-0.049443,0.016483,0.0056192,0.013253,0.077416,0.079423,0.0017282,-0.09006,-0.051125,0.02893,-0.017301,-0.0060118,0.24059,0.092268,0.011599,-0.03239,-0.12149,0.25736,0.167,0.0013866,0.060504,-0.10029,0.069355,0.11199,-0.089186,0.023669,0.025899,-0.052247,0.086488,-0.14903,-0.048763,-0.018502,0.11183,-0.016021,0.059778,0.037368,-0.012723,0.053438
"Bin.2.90",0.057433,-0.051963,-0.013887,0.035006,-0.016382,0.15817,0.047613,-0.032805,0.12345,-0.1023,0.061787,-0.20478,-0.060953,-0.10753,0.0034299,-0.0044546,-0.0029989,0.099562,0.030213,-0.051353,-0.13993,-0.11173,0.010255,-0.037503,-0.032378,-0.028804,-0.11473,0.033018,-0.042194,0.020232,-0.021044,-0.068315,-0.081083,-0.036963,-0.1186,-0.011352,0.044363,0.018781,0.062007,0.10819,-0.039293,0.031859,-0.044419,0.008252,0.011452,-0.072992,0.058355,0.080312,0.025642,0.015741
"Bin.2.86",0.076334,-0.0045264,0.0020629,-0.025771,-0.068923,0.10616,-0.0051417,-0.094279,0.093417,-0.080434,0.027305,-0.15783,-0.053007,-0.058309,-0.030495,0.021893,0.062507,0.10344,0.087753,-0.066448,0.12731,-0.10784,-0.0015576,-0.13872,0.059356,0.23726,-0.010071,-0.098294,0.027355,0.030671,0.11261,0.059349,-0.058871,0.2169,-0.027537,-0.11071,-0.0063433,-0.0098434,0.045224,-0.18222,0.0077557,0.14981,0.071256,-0.11679,-0.12683,0.034874,-0.12557,-0.15702,0.15143,-0.029232
"Bin.2.82",0.081275,-0.046662,-0.040997,0.018995,-0.072125,0.044877,0.012461,-0.13538,0.046854,0.038552,0.10393,0.080808,-0.029122,-0.15818,-0.010473,0.17592,0.010489,-0.013412,0.039033,-0.077012,0.049353,-0.055821,-0.17673,0.021408,0.040913,0.055161,-0.049745,-0.15934,-0.05475,-0.028065,0.02863,0.040895,0.030001,0.025106,-0.069114,-0.059581,-0.0058613,0.005593,-0.039764,0.083961,0.065128,0.0025826,-0.077179,0.071111,0.007833,0.030268,-0.19542,0.068322,0.036988,-0.051193
"Bin.2.78",0.072131,-0.016417,-0.086067,0.0039069,-0.02136,0.039449,0.025873,-0.10602,0.018011,0.086805,0.055851,0.17344,0.034616,-0.16583,-0.020339,0.18614,-0.015095,0.02952,0.099564,-0.060915,-0.07392,-0.09239,-0.1135,0.042534,0.065388,0.034268,-0.16307,-0.042033,-0.062417,-0.016789,-0.10715,-0.033021,-0.03525,0.020712,-0.14041,0.05909,0.037589,0.00086654,-0.067866,0.074967,0.04442,0.027665,0.13437,0.1406,0.10256,0.023233,-0.17234,-0.068025,0.022121,-0.054437
"Bin.2.74",0.019752,-0.039979,-0.073153,0.12855,0.038885,-0.038652,-0.082853,0.029482,-0.027965,0.10782,0.040983,0.21905,0.091573,-0.15559,-0.062935,0.090947,0.026442,0.0039984,0.05272,-0.042449,-0.1073,0.047233,0.020844,0.083505,-0.0024385,0.057184,0.091419,0.03118,-0.024353,-0.15913,0.024159,0.010173,0.089152,0.13013,0.046062,-0.06852,0.10889,0.054267,-0.01745,0.18442,-0.081338,-0.074752,0.021244,-0.059524,-0.026911,-0.044288,0.034795,-0.013085,-0.059445,0.13168
"Bin.2.70",-0.010184,-0.11231,-0.040273,0.092354,-0.10634,0.0023012,0.008105,0.098511,-0.017131,-0.015179,0.11313,-0.065972,0.038045,0.045152,0.013842,-0.098698,-0.043911,-0.038387,0.031132,-0.046615,-0.023693,-0.080762,-0.014384,-0.029971,0.11495,-0.10978,0.040746,0.025834,-0.047881,-0.083496,-0.10052,0.11163,0.0018867,0.053723,0.11391,-0.0090853,0.026636,-0.048407,0.10983,0.049096,-0.077665,-0.026119,0.00029505,0.07617,-0.12572,0.18935,0.025442,-0.014033,-0.071632,0.0053604
