"","Bin.4.02","Bin.3.34","Bin.3.30","Bin.3.94","Bin.4.38","Bin.3.58","Bin.3.02","Bin.6.38","Bin.6.30","Bin.6.50","Bin.6.46","Bin.2.94","Bin.2.82","Bin.2.78","Bin.3.10","Bin.2.18","Bin.1.26","Bin.2.90","Bin.2.86","Bin.7.90","Bin.7.10","Bin.2.66","Bin.2.70","Bin.2.54","Bin.3.14","Bin.2.58","Bin.3.18","Bin.2.46","Bin.2.62","Bin.2.50","Bin.3.98","Bin.7.62","Bin.7.58","Bin.7.54","Bin.7.66","Bin.7.86","Bin.7.82","Bin.2.74","Bin.4.06","Bin.4.04","Bin.3.06","Bin.3.04","Bin.8.54","Bin.6.42","Bin.6.34","Bin.6.54","Bin.6.62","Bin.6.58","Bin.0.62","Bin.0.58","Bin.0.54","Bin.9.38","Bin.0.74","Bin.0.70","Bin.0.66","Bin.9.02","Bin.8.94","Bin.9.30","Bin.9.10","Bin.9.06","Bin.6.66","Bin.6.94","Bin.6.70","Bin.6.78","Bin.6.74","Bin.6.90","Bin.6.86","Bin.7.70","Bin.7.50","Bin.7.94","Bin.8.86","Bin.9.14","Bin.8.82","Bin.6.98","Bin.9.46","Bin.0.38","Bin.9.34","Bin.9.18","Bin.9.74","Bin.9.66","Bin.9.62","Bin.9.58","Bin.9.26","Bin.8.18","Bin.8.02","Bin.7.18","Bin.7.14","Bin.9.94","Bin.9.70","Bin.9.78","Bin.9.90","Bin.9.54","Bin.9.98","Bin.9.86","Bin.9.82","Bin.7.30","Bin.7.26","Bin.7.22","Bin.2.34","Bin.3.26","Bin.7.98","Bin.7.34","Bin.7.42","Bin.7.38","Bin.1.54","Bin.1.42","Bin.1.02","Bin.0.98","Bin.1.50","Bin.1.06","Bin.2.10","Bin.1.94","Bin.1.38","Bin.1.98","Bin.1.86","Bin.1.82","Bin.1.78","Bin.0.78","Bin.0.94","Bin.0.82","Bin.1.74","Bin.1.70","Bin.1.58","Bin.0.90","Bin.0.86","Bin.1.66","Bin.1.62","Bin.2.98","Bin.2.02","Bin.1.10","Bin.8.22","Bin.2.06","Bin.4.26","Bin.8.62","Bin.8.74","Bin.8.70","Bin.8.38","Bin.8.42","Bin.8.26","Bin.8.14","Bin.8.78","Bin.8.30","Bin.8.66","Bin.8.58","Bin.9.22","Bin.9.50","Bin.9.42","Bin.0.50","Bin.0.46","Bin.0.42","Bin.0.30","Bin.0.34","Bin.0.26","Bin.0.22","Bin.8.98","Bin.8.90","Bin.7.74","Bin.8.10","Bin.8.06","Bin.8.34","Bin.7.78","Bin.6.82","Bin.8.50","Bin.8.46","Bin.7.06","Bin.7.46","Bin.7.02","Bin.3.66","Bin.3.62","Bin.4.18","Bin.2.26","Bin.1.22","Bin.2.14","Bin.2.38","Bin.1.18","Bin.3.46","Bin.3.42","Bin.3.22","Bin.2.42","Bin.3.74","Bin.3.70","Bin.3.54","Bin.3.50","Bin.3.38","Bin.3.90","Bin.3.86","Bin.3.82","Bin.3.78","Bin.1.34","Bin.1.30","Bin.4.34","Bin.4.22","Bin.4.14","Bin.4.30","Bin.4.10","Bin.1.90","Bin.1.14","Bin.1.46","Bin.2.30","Bin.2.22"
"Bin.4.02",1,0.1717917,-0.02996631,-0.09563718,-0.02949658,0.06413503,0.1139387,0.2266368,0.2227621,0.2330763,0.2815241,0.0246087,-0.1121213,-0.003830407,0.06600271,0.08985633,0.2758872,-0.126545,-0.3306836,-0.1143414,-0.1393844,-0.1716762,-0.09021319,-0.1499416,0.0577377,-0.02680723,-0.04068033,-0.06313992,0.001526709,-0.09539822,0.04863409,-0.1655139,-0.1970202,-0.1702942,-0.1222806,-0.1193551,-0.1447982,0.2758187,0.2456875,0.403755,0.2632013,0.2692066,0.1971602,-0.09496674,-0.1190523,-0.1768676,-0.1769089,-0.1845818,-0.2522858,-0.3283775,-0.3226073,-0.2515521,-0.3513828,-0.3406569,-0.3400879,-0.2609317,-0.2948348,-0.20984,-0.3337032,-0.3287131,-0.336674,-0.4199099,-0.3531342,-0.3660042,-0.3494707,-0.1792194,-0.106857,0.02999924,-0.1720489,0.09042037,0.02166592,-0.005614075,-0.03458105,-0.2294647,-0.1458568,-0.1731702,0.1100294,-0.1179268,-0.0674012,-0.09447064,-0.05659138,-0.09084841,0.1010076,0.2197281,0.2371976,0.0723528,0.1705968,0.1536652,0.2114185,0.09233498,0.09527372,-0.03224615,-0.08696301,-0.05372843,-0.01208661,-0.1804064,-0.1744285,-0.1498654,-0.2123915,-0.3486081,-0.05101653,-0.2412558,-0.1959625,-0.170218,0.1022343,-0.05412667,0.03282626,0.05503123,-0.03937225,-0.1467645,0.1469478,0.09504073,0.03314777,0.2332071,0.08022526,0.2505186,0.231311,0.1050115,0.09386692,0.1152601,0.1251262,0.1676324,0.2940995,0.1657635,0.2005086,0.2606592,0.1712659,0.2670942,0.1873035,0.08545288,0.4796978,0.2951463,0.1273764,0.4756755,0.3021339,0.3367487,0.4360346,0.3664809,0.3735123,0.237003,0.2140188,0.2642634,0.3255202,0.3123192,-0.2749194,-0.192369,-0.1185306,-0.1345022,-0.2271632,-0.1813941,-0.1337635,-0.1811541,-0.1913421,-0.1956534,-0.03731343,-0.1770078,0.0825941,0.2425685,0.1727395,0.1690648,0.1097868,0.1292723,0.2565429,0.05877057,0.02135867,-0.154907,-0.06844476,0.09686095,0.03405396,-0.07744599,-0.09070355,-0.004166799,-0.1474275,-0.1076417,-0.2416964,-0.2130511,-0.2312695,-0.1528054,-0.3082739,-0.1441712,-0.08138509,-0.2607932,-0.2080893,0.09515873,-0.08221651,0.01583763,-0.005715004,0.07794793,-0.2217022,0.08851193,0.1693386,0.1095416,0.1711079,0.4118896,0.5639971,-0.1109258,-0.1933807,-0.1737851,-0.09093719,0.07071529
"Bin.3.34",0.1717917,1,0.6348866,0.2195597,-0.0571506,0.2505578,-0.2237685,0.1497007,0.1913874,0.1523164,0.1660615,-0.05387615,0.08774556,0.1074798,0.3073131,0.2577688,0.2710378,0.01958353,-0.2299421,-0.2843782,0.1081524,0.1505982,0.2285133,0.2588401,0.389183,0.244627,0.1685352,0.1946727,0.2928921,0.3201137,0.3220523,0.1046453,0.1230575,0.1749748,0.1641809,0.2127108,0.1834596,0.228102,0.1215949,0.1386077,0.1321609,0.07007662,0.181178,-0.01624339,-0.028514,-0.02470024,-0.04298604,-0.02324899,-0.303969,-0.3265973,-0.3175711,-0.1283861,-0.2648397,-0.2729536,-0.2789702,-0.1746749,-0.270464,-0.04714631,-0.1959088,-0.2199051,-0.1959452,-0.2090849,-0.2282617,-0.2282611,-0.2294718,-0.345948,-0.1136176,-0.2253061,-0.2058293,0.005871663,0.1037636,0.1905412,0.1140455,-0.09057285,-0.1818009,-0.2087965,0.1447435,-0.1386925,0.02218225,-0.03159737,-0.07167879,0.04199492,0.0730334,0.07468778,0.2779508,0.09979615,-0.05618984,0.105178,-0.03278817,-0.1364421,-0.07142983,-0.02112114,-0.07490949,-0.001005044,0.03194709,0.04375905,-0.2807955,-0.1044799,-0.01360066,0.05508989,-0.3224614,-0.2931629,-0.2207755,-0.2150758,-0.2989209,-0.3060096,-0.2891978,-0.2891601,-0.2831894,-0.2545523,-0.3943547,-0.2216575,-0.1486568,-0.08872813,-0.1869397,-0.08510404,-0.1223891,-0.2898591,-0.3100121,-0.3076975,-0.3311964,-0.3205849,-0.1498435,-0.2459579,-0.220027,-0.146983,-0.2293395,-0.1624906,-0.1852595,0.02924632,0.1216341,-0.1236509,-0.198331,0.08330238,0.009250115,0.09164703,0.001219791,-0.1301969,-0.0954345,-0.243509,-0.07760605,-0.3022261,-0.1489272,-0.1498804,-0.2797069,-0.0701931,-0.08941038,-0.2051928,-0.01839715,-0.1274191,-0.1290337,-0.06568403,-0.1017721,-0.0705169,-0.2121305,-0.2848508,0.02178238,0.04887278,0.1408998,-0.09746682,-0.2665293,-0.3138132,-0.04835994,-0.1016512,-0.3446675,-0.3242704,-0.2411372,0.02578176,-0.04363035,-0.1340768,-0.2281955,0.1721117,-0.1979475,0.03321013,-0.06161371,0.06026373,0.08863469,-0.01326881,0.01551335,0.03878707,-0.1573299,0.04497067,0.03804873,0.1914211,-0.1482556,-0.1565752,-0.1446694,-0.02214368,-0.1166725,0.0466162,0.03012409,-0.2855678,0.04797938,0.05896631,0.2131353,-0.3381748,-0.01774234,-0.2345024,-0.09850495,0.06627793
"Bin.3.30",-0.02996631,0.6348866,1,-0.1616981,-0.07879334,0.2656918,-0.3317797,0.05155615,0.06844619,0.06979143,0.05879583,0.07833738,0.009874837,0.05714176,0.616333,0.364027,0.2903173,-0.07782139,-0.1319512,-0.3177994,-0.05900895,0.001658307,0.1467988,0.1809088,0.3207032,0.2654995,0.01414879,0.1252614,0.1621607,0.4431893,0.1809913,0.1259468,0.1356776,0.1169285,0.06557767,0.1391144,0.1064663,0.3101848,0.08922951,0.07177454,0.1329897,0.05143101,0.3412661,0.1231657,0.1182325,0.2176618,0.2513131,0.2489841,0.1082199,0.08619918,0.08213834,0.1150302,0.09376968,0.09860737,0.05991577,0.1928381,0.1095241,0.08506723,0.1265229,0.0725348,0.1338262,0.09077169,0.1050438,0.1055076,0.09319613,-0.006841765,0.1075231,-0.1196043,-0.06434271,-0.1345841,0.145588,0.1710317,0.1340899,-0.0230743,-0.003245575,-0.03567918,0.1752594,0.1453682,0.1370073,0.1407739,0.1975396,0.09390636,0.02493229,0.2266449,0.4222568,0.2110238,0.1717791,-0.02132562,0.08248284,-0.03289239,-0.01896953,0.2138605,-0.03871849,-0.01838134,-0.004692567,-0.09132812,-0.2710589,-0.2102539,-0.1377585,0.03541062,-0.2430012,-0.3563617,-0.4001927,-0.3551506,-0.03368664,-0.1195758,-0.04420407,-0.02796212,-0.0008278461,-0.02289099,-0.2920074,-0.2528781,0.03967398,-0.05706838,-0.01852318,0.06226133,0.02415674,-0.01637256,-0.06453592,-0.09695612,-0.02837126,-0.07435224,-0.04953797,-0.01347405,-0.04721783,0.007760394,-0.1176709,-0.1754454,-0.1097781,0.1379387,0.2034671,0.02376267,-0.05705299,0.09861425,-0.003786804,0.06600122,0.1302259,0.07503306,0.07718098,0.008022074,-0.01810815,0.01203652,0.09420078,0.1085187,0.06890436,0.08659575,0.0799195,0.06297827,0.1925002,0.06532468,0.02360202,0.1522411,0.1053873,0.07289974,0.1085268,0.09967722,0.05206223,0.137351,0.3097532,0.1641604,-0.09221452,-0.1697488,0.2222497,0.2472069,-0.3208253,-0.1175408,-0.2343962,-0.1316389,-0.1447388,-0.247194,-0.3598614,0.1315555,0.004963189,0.02299294,-0.08925947,-0.06556819,-0.05265275,-0.1210907,-0.1241492,0.1108708,-0.1863445,0.08293419,-0.03222281,-0.05046088,-0.1835562,-0.09495899,-0.07918661,0.05096756,-0.1592089,-0.06713398,0.1010496,-0.1706806,0.05287856,0.05389818,0.1711171,-0.3599336,0.008996196,-0.07928418,-0.008415857,0.02898985
"Bin.3.94",-0.09563718,0.2195597,-0.1616981,1,0.1557788,0.3603199,0.127835,0.04226414,0.05129675,0.05737863,0.02402786,-0.1086207,0.1160087,0.1402593,-0.1093006,0.2225328,0.1234058,0.08954795,-0.113687,0.04397334,0.1560382,0.2571623,0.1873388,0.2315115,0.06127064,0.2396516,-0.1846793,0.2431428,0.2356352,0.09300363,0.04539088,-0.02204869,-0.05200299,0.0001139124,0.02377532,0.008540448,0.04480423,0.007762728,-0.3307701,-0.3326778,-0.2776444,-0.2148696,-0.2370356,-0.0954882,-0.09259954,-0.1169914,-0.1696718,-0.1514224,-0.3292862,-0.3510857,-0.3511216,-0.1018261,-0.2186435,-0.2032023,-0.1974327,-0.23982,-0.2532638,-0.1212455,-0.1527682,-0.1849509,-0.172986,-0.09377389,-0.1877601,-0.1787127,-0.1613315,-0.1509294,-0.07977186,-0.0216907,0.06902752,-0.03468468,0.2214037,0.2612578,0.2645192,0.2892796,-0.0309941,-0.1096808,-0.1130341,-0.07697351,-0.06928642,-0.1717714,-0.1468252,0.1138005,-0.03795987,-0.3537186,-0.1212358,0.03260881,0.02953075,0.08718693,-0.03588117,-0.004527604,0.02172622,-0.04748814,0.04098033,0.0694744,-0.001412222,0.3660947,0.2208592,0.2621202,0.3771392,0.02064041,0.05653652,0.2735862,0.2358416,0.2191407,-0.154949,-0.06612794,-0.0766117,-0.1364219,-0.1014053,-0.1595151,-0.05757341,0.1363284,-0.179318,-0.06452686,-0.04703101,-0.08632347,-0.181091,-0.1952522,-0.1540684,-0.1855918,-0.1962647,-0.2258964,-0.1305265,-0.1557691,-0.08470104,-0.2865778,-0.2030907,0.02992779,-0.0627867,0.02189461,-0.3765047,-0.08890757,-0.07226612,-0.2533973,-0.07501054,-0.1196839,-0.2737981,-0.2392779,-0.1895958,-0.2291558,-0.04504525,-0.2758621,-0.3530882,-0.3145288,-0.1683989,-0.04010784,-0.1198211,-0.06635725,-0.014399,-0.05193343,-0.0787827,-0.1130017,-0.07390132,-0.01446867,-0.4295003,-0.3724294,-0.01983184,0.07389364,-0.05828859,-0.3317494,0.0503674,-0.07859156,-0.2682278,-0.1663706,0.2393514,0.0410552,0.1367593,0.2137785,0.3396323,0.1254734,0.1100902,0.01629689,0.08887722,-0.02154281,-0.04544264,0.2117469,0.1549162,-0.04906264,0.1275478,0.09401683,0.1024139,0.2045696,0.2907259,0.1386738,0.4145628,0.2703309,0.1199156,0.09075986,0.1432619,0.1549966,-0.09886979,0.01927289,-0.1287021,-0.1533037,-0.167583,-0.09815994,-0.1202852,-0.07357216,0.07385292,0.05577487
"Bin.4.38",-0.02949658,-0.0571506,-0.07879334,0.1557788,1,0.3378934,0.2113645,0.119353,0.09898525,0.1083318,0.07194164,0.05783309,0.01086538,-0.08708352,-0.08001487,-0.02774735,0.06902461,0.08583444,0.05737707,0.05294735,-0.08637057,0.2796397,0.2606303,0.3088896,0.2554163,0.08592049,0.2335678,0.3224675,0.1921989,0.1795089,0.1257626,0.02417111,-0.02631913,0.04757744,0.03450071,0.06236105,0.07513976,-0.1235341,0.05047325,0.04283535,0.009799916,0.06123739,-0.02342948,-0.08729526,-0.08500217,-0.1926752,-0.2194719,-0.2226712,-0.2091036,-0.2014609,-0.2007809,-0.2443863,-0.3026049,-0.309436,-0.3154863,-0.245912,-0.3016696,-0.2118042,-0.178089,-0.2346306,-0.242758,-0.2304746,-0.2707325,-0.2495041,-0.2682892,-0.172459,-0.2370778,-0.1474082,-0.2383903,-0.2472049,-0.1372386,-0.08803963,-0.0876281,-0.2243248,0.04233695,-0.08214516,-0.2243568,-0.09442261,-0.2592563,-0.2792949,-0.0195586,-0.2456196,-0.07727209,-0.1346204,-0.08900095,-0.2059668,-0.2059421,0.06409257,-0.03538166,0.2490075,0.008146453,0.158001,-0.01624125,-0.04229216,0.005276072,-0.03719952,-0.1697541,-0.05070271,0.04271652,-0.2666453,-0.01971162,-0.1122189,-0.06032492,-0.1463477,-0.1538746,-0.1856344,-0.251252,-0.2324164,-0.111571,-0.2288528,-0.1599095,-0.1659918,-0.2620371,-0.235709,-0.2440066,-0.1711289,-0.2026246,-0.3142565,-0.235496,-0.2570807,-0.1967375,-0.2038011,-0.2283096,-0.2307437,-0.1968056,-0.2641118,-0.2378125,0.00239103,-0.003333504,-0.1029942,-0.1911769,-0.05709796,-0.06149884,-0.3813319,-0.2230663,-0.2755872,-0.3918458,-0.2765682,-0.3883735,-0.3172537,-0.08250022,-0.2624077,-0.3062201,-0.3726731,-0.2631677,-0.2127024,-0.04051013,-0.1431236,-0.166448,-0.2135006,-0.05795618,-0.1512005,-0.0472656,-0.0743307,-0.2974544,-0.3174889,-0.3252521,-0.1517523,-0.2141456,-0.3376246,-0.2561624,-0.1891543,-0.1522535,-0.2771505,-0.2084385,-0.2596651,-0.3116727,-0.2319825,-0.1833561,-0.1075754,-0.1854128,-0.06442152,-0.01913048,-0.008948126,-0.09532816,-0.05394568,-0.02665699,0.02284756,0.1078821,-0.2138403,-0.2049013,-0.07531304,-0.05985401,-0.02522711,-0.0365429,-0.009992876,0.001008859,-0.08280265,0.0606119,0.0387201,0.3616105,0.07612779,-0.1546723,-0.08315805,-0.0823152,-0.187139,-0.2086334,-0.1904579,-0.1750244,-0.05931892
"Bin.3.58",0.06413503,0.2505578,0.2656918,0.3603199,0.3378934,1,-0.1514681,0.1659741,0.1552812,0.177853,0.147835,0.2167674,0.09971551,0.01317076,0.06291994,0.2031672,0.2962406,-0.1035343,-0.2102244,0.02163029,-0.01587509,0.4610075,0.4425652,0.5243647,0.2939656,0.4212066,0.1643338,0.5163711,0.4121592,0.3574769,0.1692976,-0.03233985,-0.04985535,0.002511091,0.08502259,0.05097483,0.05437316,0.1656396,-0.04373428,-0.0357556,-0.03283373,-0.07067178,-0.03479515,-0.01316752,-0.03148051,-0.07362495,-0.1038058,-0.09900837,-0.2527101,-0.2634332,-0.2812302,-0.2078065,-0.2432587,-0.2375616,-0.2578587,-0.2210991,-0.2320497,-0.2553428,-0.1739253,-0.1635089,-0.1670601,-0.1760927,-0.1925222,-0.1959943,-0.1945532,0.04259179,0.007248738,-0.1201161,-0.1049865,-0.2857858,0.02483163,0.06026058,0.01632216,0.03252182,-0.04143569,-0.1125905,-0.2639385,-0.1461319,-0.1164581,-0.3348122,-0.09502115,-0.08951015,-0.2158528,0.020012,0.0509161,0.02331386,-0.03816905,-0.04644713,-0.05746523,0.06255312,-0.05821633,-0.01634311,-0.07999145,-0.06916379,-0.03697651,0.09462632,-0.1876147,-0.0791498,-0.08227867,0.01022905,-0.2478115,-0.2605602,-0.3007907,-0.2726907,-0.01042824,-0.2892602,-0.2046834,-0.1866261,-0.08392122,-0.2387441,-0.2716248,-0.3655736,-0.350772,-0.2224013,-0.2065466,-0.1582207,-0.2094004,-0.23999,-0.2439515,-0.2678117,-0.1703376,-0.2672354,-0.1843347,-0.17945,-0.1347103,-0.2972922,-0.3078326,-0.04340746,-0.04140498,-0.003750108,-0.08713931,-0.01657703,-0.1390438,-0.1662317,-0.08947239,-0.113392,-0.20417,-0.165661,-0.2563089,-0.2213122,-0.1566777,-0.2981566,-0.2448822,-0.2363504,-0.2462505,-0.1967889,-0.2648737,-0.1069474,-0.1379233,0.02868025,0.04831648,0.03358596,0.01029527,0.01547137,-0.1322063,-0.1896241,-0.05906564,-0.05856825,-0.1353495,-0.1955173,-0.05034529,-0.05422054,-0.1258841,0.1833982,-0.1137924,-0.2428741,-0.0618077,-0.0890613,0.1738395,-0.2248413,-0.3616414,0.08975046,0.0949501,-0.1054611,-0.2154027,0.1067689,0.04420305,0.026996,-0.01499198,-0.04863411,-0.09364059,0.270726,0.1349832,0.06109207,0.1417956,0.216573,0.2193542,0.1588169,0.01200488,0.02501419,0.1470604,0.0276792,-0.1318413,-0.08866511,-0.01651039,-0.5232531,-0.2883005,-0.2116089,-0.1778849,-0.03786474
"Bin.3.02",0.1139387,-0.2237685,-0.3317797,0.127835,0.2113645,-0.1514681,1,0.1648044,0.1527976,0.1539694,0.1162706,-0.07761086,-0.2668135,-0.3192598,-0.04592791,0.07476669,-0.1580602,0.1746808,0.05920533,0.08218218,0.04531324,-0.02792865,0.2102303,-0.01294086,-0.0189015,0.02925994,0.1055903,-0.09027769,0.005427369,-0.01251765,0.07693398,0.2170094,0.07897153,0.1598535,0.08450292,0.1138424,0.1882448,-0.3254834,0.09787897,0.131379,0.04472939,0.2953477,0.02638011,-0.005162864,0.01203727,-0.04758418,-0.05218304,-0.063298,-0.2055189,-0.2280849,-0.1797338,-0.1089749,-0.1940468,-0.1989105,-0.1911086,-0.1994086,-0.1370995,-0.07415901,-0.03015915,-0.137637,-0.1197821,-0.1453406,-0.1422681,-0.1336432,-0.1215195,-0.1056431,0.0004774448,0.06232331,0.210915,-0.0223663,-0.1677694,-0.09431883,-0.01032108,-0.1486043,0.004652333,-0.05923759,-0.05817445,0.02560537,-0.04911264,0.06109596,-0.06554812,-0.06485711,0.1674459,0.1254556,-0.06127019,0.1599943,0.1143446,0.2306003,0.06140743,0.08033252,-0.00168167,0.09157237,0.1911695,0.02841886,0.0437997,0.1111247,0.2903595,0.2480578,0.1435654,-0.1751891,0.1553604,0.2799969,0.1850111,0.1366284,-0.1426454,-0.2186816,-0.1300166,-0.2131491,-0.2240917,-0.1620757,0.06723303,-0.05863117,-0.1136797,-0.03978246,-0.06681792,-0.2196691,-0.1903881,-0.1649781,-0.1559778,-0.06984448,-0.1524064,-0.1375513,-0.09049801,-0.0697864,-0.009720243,-0.05170594,-0.1019499,0.1977652,0.08457887,-0.1622147,-0.1556428,-0.2892419,-0.3320891,-0.2914685,-0.1492162,-0.2422272,-0.2668545,-0.08988843,-0.1287489,-0.1045887,-0.06327838,-0.005889946,-0.170284,-0.1613818,-0.07967553,-0.1029962,-0.06214383,-0.1559653,-0.2087936,-0.220536,-0.138772,-0.1000576,-0.04551858,-0.08870073,-0.1395954,-0.1162794,-0.3472495,-0.08468307,-0.1422869,-0.2247168,-0.1139989,0.05799644,0.02031805,-0.1420553,0.07042217,0.01669481,-0.04693861,0.003008119,0.02323896,-0.2774858,0.1337142,-0.3591997,0.06555962,-0.07132891,-0.1068902,-0.3625793,-0.1561526,0.06284193,0.0794196,-0.3965475,-0.2285397,-0.3378396,-0.350144,-0.3065737,-0.1439065,-0.3666163,-0.3338906,-0.1787218,-0.02035098,0.2040887,-0.3217552,-0.2153697,-0.4582387,-0.3405482,-0.3332014,0.1082068,0.1117819,-0.2180273,-0.1727506,-0.1064177
"Bin.6.38",0.2266368,0.1497007,0.05155615,0.04226414,0.119353,0.1659741,0.1648044,1,0.9910534,0.9945314,0.9900048,-0.1970347,-0.01198799,0.009511664,0.02963395,0.1014698,-0.06186848,-0.01659779,-0.2335508,-0.1667631,-0.008324092,0.06040941,0.1309752,0.1295397,0.1369673,0.02975068,0.05878109,0.02842946,0.02362656,0.06803734,0.1904065,0.1366591,0.1534502,0.1550201,0.2158875,0.2183345,0.2105158,0.1635259,0.2398471,0.2739523,0.2060001,0.2504371,0.03092505,0.7058497,0.7052839,0.5348118,0.4172083,0.4363803,-0.2298718,-0.2425173,-0.2285018,-0.1582896,-0.2164861,-0.2398325,-0.2484561,-0.1744765,-0.1773305,-0.09867722,-0.1134898,-0.1006898,0.02228859,-0.1189813,-0.07423047,-0.1104939,-0.1020109,-0.05637709,-0.02531623,0.2019017,0.01586035,0.02471533,-0.00519419,0.1342516,0.0317982,-0.0299297,-0.1432916,-0.2156954,0.2196102,0.2320066,0.2130895,0.1491616,0.2036789,0.1513916,-0.01366782,-0.02538211,0.05266373,0.003604426,-0.0252398,0.2992291,0.1293852,0.1678237,0.2946348,0.1313272,0.2885669,0.02065618,0.275246,0.1610856,0.1036746,0.1152772,0.1084187,-0.1365592,-0.02032776,-0.006196211,-0.09205698,-0.05520592,-0.2841712,-0.4213103,-0.3703363,-0.332873,-0.4084621,-0.4113871,-0.2487743,-0.2445487,-0.2805912,-0.2161742,-0.2731166,-0.2812241,-0.3168551,-0.370414,-0.29921,-0.3325178,-0.3645619,-0.341764,-0.2906844,-0.2911092,-0.2872133,-0.2686088,-0.2934027,-0.1695907,-0.1373412,-0.3594229,-0.06010247,-0.1138686,-0.1690885,-0.09638001,-0.100506,-0.08266728,-0.1633307,-0.1619463,-0.1861912,-0.1525528,-0.1662333,-0.1439967,-0.1726264,-0.1776855,-0.1163901,-0.1156837,-0.1207942,-0.2277592,-0.2327502,-0.2389587,-0.2021259,-0.1877627,-0.2040368,-0.1927077,-0.1129995,-0.1876207,-0.06335431,-0.02875695,-0.1486738,-0.03225728,-0.02557188,0.04764928,-0.1113281,-0.159258,-0.1672641,-0.08456445,-0.03433962,0.08035416,0.120052,-0.1364654,-0.1790574,-0.06600021,-0.1426904,-0.142482,-0.1488998,-0.241549,-0.2632964,-0.2899346,0.01506526,-0.2402319,-0.1540471,-0.1632745,-0.2766066,-0.1656288,-0.2008409,-0.1524665,-0.03228953,-0.04239354,-0.1268891,-0.02009865,-0.04556418,-0.05264034,-0.08062448,-0.06946403,0.01434008,-0.1970178,-0.1612952,-0.4242586,-0.2586533,-0.1185614
"Bin.6.30",0.2227621,0.1913874,0.06844619,0.05129675,0.09898525,0.1552812,0.1527976,0.9910534,1,0.9814005,0.9815221,-0.2116771,-0.01949384,-0.005137559,0.04259178,0.1031131,-0.06361476,-0.04208057,-0.268003,-0.191062,-0.01343819,0.0855378,0.1400299,0.1494036,0.1528751,0.03278534,0.06422299,0.02892973,0.02067436,0.06650275,0.2016178,0.1361969,0.1595555,0.1616191,0.2219352,0.2314314,0.216433,0.1814791,0.2580269,0.2909102,0.2170364,0.2595501,0.02617366,0.7057313,0.709573,0.5364939,0.4185899,0.4405578,-0.2402936,-0.2497844,-0.2345434,-0.1458063,-0.2192933,-0.2409139,-0.2487104,-0.1682622,-0.1706702,-0.09320492,-0.1179209,-0.1098738,0.02546005,-0.1134889,-0.07320228,-0.1094665,-0.1027432,-0.06416838,-0.02328427,0.1823567,-0.008316028,0.0198625,-0.03076988,0.1144599,0.007440614,-0.01963311,-0.1464789,-0.1851325,0.2739417,0.2348909,0.23075,0.1647096,0.2053459,0.1605345,-0.008939957,-0.006350221,0.08844302,0.004022812,-0.03372461,0.305031,0.1386698,0.1571152,0.2875602,0.1483094,0.2773931,0.03210267,0.2787821,0.1619099,0.08260263,0.1021513,0.09279954,-0.1207836,-0.05440289,-0.01906589,-0.1113235,-0.07545594,-0.3139549,-0.4498992,-0.3906008,-0.3532341,-0.4486219,-0.4219125,-0.289077,-0.2799962,-0.2983888,-0.2461065,-0.3076202,-0.3079082,-0.3481205,-0.4001992,-0.3263425,-0.3619991,-0.4002676,-0.374167,-0.3207601,-0.3237817,-0.3172176,-0.2980966,-0.3233475,-0.1957575,-0.1650915,-0.3637511,-0.0358404,-0.1199643,-0.1640142,-0.0804492,-0.08808542,-0.06263079,-0.1525535,-0.1624169,-0.1824211,-0.1447747,-0.1873595,-0.1715428,-0.1919692,-0.1750743,-0.1252948,-0.1049002,-0.1161466,-0.2495062,-0.2302003,-0.2198936,-0.1812459,-0.2017318,-0.1950794,-0.1770657,-0.1065675,-0.1847515,-0.06324622,-0.06781967,-0.1587713,-0.034418,-0.03796257,0.02679266,-0.1304821,-0.1515584,-0.1946625,-0.1086969,-0.05649662,0.06953822,0.107623,-0.1358672,-0.2065989,-0.06778913,-0.1739335,-0.1624579,-0.1545041,-0.2416427,-0.2583112,-0.2979647,0.01814826,-0.2470788,-0.1684106,-0.1702045,-0.2866258,-0.1478166,-0.20747,-0.1664566,-0.03856465,-0.0457809,-0.1405643,-0.03271834,-0.06450512,-0.06551479,-0.06133044,-0.05118379,0.02953291,-0.2341996,-0.1753609,-0.4559983,-0.2868889,-0.1291835
